Identification Level,External Identifier,Compound,sFEnD4_mean,sFED4_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,,Vinylacetylglycine,1.5776666666666668,0.6636666666666667,2.377197388247112,0.028306275875675586,0.14254715505137058
Tier 2,C00940,2-Oxoglutaramic acid,1.0363333333333333,0.454,2.2826725403817916,0.019056961487006974,0.12346683719653723
Tier 2,,Glutamyl-Proline,1.593,0.7116666666666666,2.2384074941451995,0.037591091513416504,0.16150223038058806
Tier 2,C20310,N-Hydroxy-L-isoleucine,1.2063333333333333,0.5413333333333333,2.228448275862069,0.0009556011616889259,0.05781387028218001
Tier 1,C00065,Serine,1.985,0.8959999999999999,2.215401785714286,0.032259396345691846,0.15013026760879666
Tier 2,,(S)-2-Azetidinecarboxylic acid,0.8686666666666666,0.41133333333333333,2.111831442463533,0.02007289601176527,0.1263357737756537
Tier 2,,N-Acetyl-2-Aminomuconate semialdehyde,2.2776666666666667,1.0806666666666667,2.107649599012955,0.014516565044226635,0.11001578599972217
Tier 2,,Aminoacrylic acid,2.1783333333333332,1.0836666666666666,2.0101507228545064,0.010202140374165392,0.10897396016004622
Tier 2,C00072,Isomer 1 of Ascorbic acid,0.8276666666666667,0.412,2.0088996763754046,0.024842835440361435,0.13552202621305628
Tier 2,,Salicylate beta-D-Glucose Ester,1.4676666666666665,0.7416666666666666,1.9788764044943818,0.031257288911787466,0.14801308884785971
Tier 2,C00408,Isomer 1 of Pipecolic acid,1.4106666666666667,0.7239999999999999,1.948434622467772,0.014682042566371116,0.11001578599972217
Tier 1,HMDB0028959,Lysyl-Proline,1.1476666666666666,0.599,1.9159710628825821,0.014825536572563625,0.11001578599972217
Tier 2,,Dimethyl fukiic acid,1.5103333333333335,0.7946666666666667,1.9005872483221478,0.045108226411227956,0.178871496815023
Tier 2,,N-Acetyl-L-Cystine,0.9739999999999999,0.5125000000000001,1.9004878048780482,0.025121692164509796,0.13570199785293238
Tier 2,C20913,Tabtoxin biosynthesis intermediate 3,1.1936666666666664,0.63,1.8947089947089943,0.026099086917272016,0.13730389204303972
Tier 2,,"meso-2,6-Diaminoheptanedioic acid",0.7186666666666666,0.38066666666666665,1.8879159369527143,0.010014769927151071,0.10897396016004622
Tier 2,C05636,3-Hydroxykynurenamine,2.307333333333333,1.2226666666666668,1.8871319520174477,0.032984803756200796,0.15233439902672885
Tier 1,C00160,Glycolic Acid,1.5443333333333333,0.834,1.8517186250999202,0.01427295146283852,0.11001578599972217
Tier 1,C00408,Pipecolic acid,2.1329999999999996,1.186,1.7984822934232711,0.008290776455402483,0.10897396016004622
Tier 2,C05519,L-Allothreonine,1.4466666666666665,0.8223333333333334,1.7592217267936763,0.005409302066970222,0.09350365001477098
Tier 2,C00072,Ascorbic acid,1.9036666666666668,1.1409999999999998,1.6684195150452823,0.011184002283090674,0.10897396016004622
Tier 1,C00511,Acrylic Acid,1.0313333333333332,0.6226666666666666,1.6563169164882228,0.010142386928704783,0.10897396016004622
Tier 2,C02926,L-3-Aminodihydro-2(3H)-furanone,1.3406666666666667,0.8146666666666667,1.6456628477905073,0.028843896173545148,0.14254715505137058
Tier 1,C00148,Proline,1.12,0.6936666666666667,1.6146083613647286,0.009351521010992327,0.10897396016004622
Tier 2,C00263,Isomer 1 of Homoserine,1.102,0.7036666666666666,1.5660824253908103,0.035648332893312144,0.1583687883654661
Tier 2,,Isomer 1 of Dehydroisocoproporphyrinogen,1.4226666666666665,0.9323333333333332,1.5259206292456202,0.03450426436227356,0.15578417865056346
Tier 1,C08491,(-)-Jasmonic acid,0.472,0.7416666666666667,0.6364044943820224,0.022796239210107604,0.13134975925823905
Tier 2,C22137,4-Chloro-L-lysine,0.5569999999999999,0.898,0.6202672605790646,0.003512023588061139,0.09350365001477098
Tier 2,,N4-Acetyl-Spermidine,0.36190000000000005,0.6083333333333334,0.5949041095890412,0.01303543526356678,0.10897396016004622
Tier 1,C00108,Benzoic Acid,0.9293333333333332,1.5626666666666666,0.5947098976109214,0.021991819304982396,0.12996051963431093
Tier 2,,Pentalenic acid,0.882,1.54,0.5727272727272728,0.047397572946376275,0.18381751046511313
Tier 2,C00263,4-Hydroxybutyric acid,0.7146666666666667,1.2843333333333333,0.5564495198546587,0.008230979080841432,0.10897396016004622
Tier 2,C05595,4-Hydroxyphenylacetylglutamic acid,1.0559999999999998,1.9003333333333332,0.5556919838624802,0.007376489838948613,0.108848203721071
Tier 2,,4-Hydroxypiperidine,0.848,1.532333333333333,0.553404394170111,0.011990803216660958,0.10897396016004622
Tier 1,C00232,Succinic Semialdehyde,0.7066666666666667,1.278,0.5529473135106938,0.01654744822244875,0.11777889617154698
Tier 2,C12455,5-Aminopentanal,0.8533333333333332,1.5496666666666663,0.5506560550656056,0.004966290449701796,0.09350365001477098
Tier 1,HMDB0029056,Threoninyl-Asparagine,0.9093333333333332,1.6540000000000001,0.5497783151954856,0.013689290863080187,0.10897396016004622
Tier 1,C00956,Aminoadipic acid,0.6386666666666666,1.1696666666666664,0.5460245084069536,0.015741784994934522,0.11337833240399268
Tier 2,,Norfuraneol,0.9763333333333333,1.79,0.545437616387337,0.01354517582050408,0.10897396016004622
Tier 2,C03273,5-Oxopentanoic acid,0.8403333333333333,1.566,0.5366113239676458,0.013034734061010335,0.10897396016004622
Tier 2,,Homoagmatine,0.45566666666666666,0.854,0.5335675253708041,0.04998693958215464,0.1878391207900842
Tier 2,,"2-Ethyl-3,4-dihydroxyfuran",0.8370000000000001,1.6849999999999998,0.4967359050445105,0.03612378974286665,0.1583687883654661
Tier 2,,3-Hydroxy-4-aminopyridine,1.2636666666666667,2.563,0.49304200806346726,0.04824552618292367,0.18489809266113577
Tier 2,,Methylene-2-pyrrolidinecarboxylic acid,1.2553333333333334,2.5749999999999997,0.4875080906148868,0.034357031705645844,0.15578417865056346
Tier 2,C11918,Maltol,0.5453333333333333,1.1226666666666667,0.4857482185273159,0.018832209208580867,0.12346683719653723
Tier 2,C16196,"1,2-Dihydroxynaphthalene-6-sulfonic acid",0.505,1.051,0.4804947668886775,0.0041711904178616125,0.09350365001477098
Tier 2,,Lysyl-Glutamic acid,0.7613333333333334,1.663,0.45780717578673086,0.018063410719639933,0.12190998091763616
Tier 2,C02647,4-Guanidinobutanal,0.8966666666666668,1.969,0.45539190790587447,0.018135369062127694,0.12190998091763616
Tier 1,,"3,4-Dihydroxymandelic acid",0.6086666666666667,1.3399999999999999,0.4542288557213931,0.010427654927335243,0.10897396016004622
Tier 1,HMDB0028818,Glutamyl-Glutamic acid,0.5096666666666666,1.1313333333333333,0.45050088391278725,0.012844774186776367,0.10897396016004622
Tier 2,C16196,"Isomer 4 of 1,2-Dihydroxynaphthalene-6-sulfonic acid",0.5926666666666667,1.3313333333333335,0.4451677516274411,0.046810242767717725,0.1827109475772208
Tier 2,,N-Acetyl-N-(L-Arginino)succinic acid,0.7894333333333332,1.7786666666666668,0.4438343328335831,0.005779659918891952,0.09477924885083315
Tier 2,C02372,4-Hydroxyaniline,0.9163333333333333,2.0976666666666666,0.43683457810265375,0.03790361909695784,0.16150223038058806
Tier 2,,Isovanillic acid,0.3253333333333333,0.769,0.4230602514087559,0.036067847540280404,0.1583687883654661
Tier 2,,"2',4',6'-Trihydroxyacetophenone",0.32266666666666666,0.7709999999999999,0.41850410722006054,0.03221089188160494,0.15013026760879666
Tier 1,C01771,Crotonic Acid,0.7878,1.9556666666666667,0.40282938469405144,0.028954972704408943,0.14254715505137058
Tier 2,,"3-(3,4-Dihydroxyphenyl)lactic acid",0.5100666666666667,1.2846666666666666,0.39704203425012974,0.02079769745442428,0.1283939485706805
Tier 2,,"Benzene-1,2,4-triol",0.6122333333333333,1.6083333333333334,0.3806632124352331,0.013285346540921873,0.10897396016004622
Tier 2,C03684,6-Pyruvoyltetrahydropterin,0.6126333333333334,1.6303333333333334,0.37577182580249435,0.037906308618253726,0.16150223038058806
Tier 1,HMDB0028726,Asparaginyl-Asparagine,0.3076666666666667,0.8456666666666667,0.3638155301537249,0.004922322061163642,0.09350365001477098
Tier 2,C01877,4-Oxoproline,0.41733333333333333,1.2073333333333334,0.34566537824406407,0.029749176376817055,0.14514719119334127
Tier 2,,N-Acetyl-Dopamine,0.6665666666666668,1.93,0.34537132987910196,0.013412770122381883,0.10897396016004622
Tier 1,,4-Ethyloctanoic acid,0.7504333333333334,2.2223333333333337,0.33767811609419524,0.00017079064816485367,0.02519011221545042
Tier 1,,N-Acetyl-Homoserine,0.4673333333333334,1.3846666666666667,0.3375060182956187,0.0038288709521476848,0.09350365001477098
Tier 2,,N-Acetyl-L-Pipecolic acid,0.26376666666666665,0.7823333333333334,0.33715381337878136,0.010786978777298641,0.10897396016004622
Tier 2,C00643,5-Hydroxy-L-tryptophan,0.37433333333333335,1.1360000000000001,0.329518779342723,0.04110494008506834,0.17033211473607085
Tier 2,C14828,"9,10-DHOME",0.5873333333333334,1.8053333333333335,0.32533234859675036,0.022340320730526178,0.12996051963431093
Tier 2,,(6-Hydroxy-Indol-3-Yl)Acetyl-L-Phenylalanine,0.1818,0.5648666666666666,0.3218458633305795,0.007279648926188309,0.108848203721071
Tier 2,,2-Amino-5-oxohexanoic acid,0.3743,1.171,0.31964133219470536,0.013039471246110275,0.10897396016004622
Tier 2,C22140,L-beta-Ethynylserine,0.424,1.3433333333333335,0.3156327543424317,0.0009147194075346593,0.05781387028218001
Tier 2,,N-Ribosylhistidine,0.41359999999999997,1.3699999999999999,0.3018978102189781,0.009301342008694587,0.10897396016004622
Tier 2,,Gentisate aldehyde 2-O-glucuronide,0.3076666666666667,1.0283333333333333,0.29918962722852516,0.0018086454976302035,0.07294870173775155
Tier 1,C08317,12-Hydroxydodecanoic Acid,0.2773333333333333,0.9426666666666667,0.2942008486562942,0.00927003636570073,0.10897396016004622
Tier 1,,Butanoic Acid/Isobutyric Acid,0.8290000000000001,2.996,0.27670226969292394,0.00500607808946886,0.09350365001477098
Tier 2,C22137,Isomer 3 of 4-Chloro-L-lysine,0.36966666666666664,1.359,0.2720137355898945,0.005796416871869135,0.09477924885083315
Tier 2,C05951,Leukotriene D4,0.5647666666666666,2.0973333333333333,0.26927844882390334,0.00045927737133891964,0.039694687094292344
Tier 1,C00147,Adenine,0.33666666666666667,1.28,0.2630208333333333,0.004338453178168753,0.09350365001477098
Tier 2,C00051,Glutathione,0.19866666666666666,0.84,0.2365079365079365,0.013913600799169978,0.10932114913633556
Tier 2,,"15-Deoxy-Delta12,14-PGJ2",0.2856666666666667,1.209666666666667,0.23615321025075775,0.03369693090090756,0.15444426662915964
Tier 2,,2-Amino-2-deoxy-D-gluconic acid,0.20533333333333334,0.8703333333333333,0.23592493297587133,0.00404020878558527,0.09350365001477098
Tier 1,C00078,Tryptophan,0.16266666666666665,0.69,0.2357487922705314,0.018811793809232646,0.12346683719653723
Tier 2,,1-O-4-Hydroxybenzoyl-beta-D-Glucose,0.4043333333333334,1.7326666666666666,0.23335898422470186,0.021285178256070878,0.12996051963431093
Tier 1,,4-Chloroindole-3-acetic acid,0.9926666666666666,4.2843333333333335,0.23169688010581185,0.017774325901953637,0.12190998091763616
Tier 2,C11940,Myrtenic acid,0.37833333333333335,1.6516666666666666,0.22906155398587288,0.0013158001662857608,0.06633825838357377
Tier 2,,N-Acetyl-(S)-Ureidoglycine,0.23493333333333336,1.0543333333333333,0.22282643060385712,0.010213094211755331,0.10897396016004622
Tier 2,C17235,L-Homophenylalanine,0.33,1.4926666666666666,0.22108083966056277,0.008097538276045216,0.10897396016004622
Tier 2,,4-(beta-D-Glucosyloxy)benzoic acid,0.34276666666666666,1.607,0.21329599668118648,0.043865437200796185,0.17692393004321127
Tier 2,C00624,N-Acetyl-L-glutamic acid,0.48933333333333334,2.3236666666666665,0.2105867163964998,0.0006821561649845015,0.05158805997695293
Tier 1,,"3,3-Dimethylglutaric acid",0.28596666666666665,1.4073333333333335,0.2031975367124585,0.027526042687565443,0.1423355198801461
Tier 2,C05635,5-Hydroxyindoleacetic acid,0.14453333333333332,0.7213333333333333,0.20036968576709796,0.006440576650593873,0.1025407598318235
Tier 2,C05786,(3Z)-Phycocyanobilin,0.3786666666666667,1.9016666666666666,0.1991235758106924,0.04377081176763477,0.17692393004321127
Tier 1,C00033,Acetic Acid,0.6156666666666667,3.110666666666667,0.19792113159022717,0.001457758248903718,0.06784182619898071
Tier 2,C02165,Leukotriene B4,0.3436333333333333,1.8133333333333332,0.18950367647058822,0.02025548769626183,0.1263357737756537
Tier 2,,20-COOH-leukotriene E4,0.18033333333333335,0.9579999999999999,0.18823938761308284,0.00012832384984985784,0.02519011221545042
Tier 2,,"(R)-3,4-Dihydroxymandelonitrile",0.1446666666666667,0.7726666666666667,0.18723037100949097,0.02226282757312907,0.12996051963431093
Tier 1,,D-Glyceric acid,0.268,1.4329999999999998,0.18702023726448014,0.04514627805769883,0.178871496815023
Tier 2,C02587,Pyrimidodiazepine,0.19076666666666667,1.054,0.18099304237824163,0.04206909776602563,0.17270030497932187
Tier 2,C01053,(R)-4-Dehydropantoic acid,0.20223333333333335,1.1293333333333333,0.179073199527745,0.008520763534931818,0.10897396016004622
Tier 2,C20920,Tabtoxinine-delta-lactam,0.05756666666666666,0.327,0.17604485219164115,0.0031321774042316662,0.09350365001477098
Tier 2,,alpha-Cyano-4-hydroxycinnamic acid,0.27466666666666667,1.6219999999999999,0.1693382655158241,0.020229706786252983,0.1263357737756537
Tier 2,C02220,2-Aminomuconic acid,0.38220000000000004,2.377333333333333,0.16076836791923726,0.004946422438993872,0.09350365001477098
Tier 2,C04577,15-OxoETE,0.223,1.4156666666666666,0.1575229573816812,0.022153691389431622,0.12996051963431093
Tier 2,C07289,Crepenynic acid,0.23066666666666666,1.531666666666667,0.15059847660500542,0.030231022825805445,0.14631815047689833
Tier 2,C15996,7-Cyano-7-carbaguanine,0.14933333333333335,1.0746666666666667,0.13895781637717122,0.005315134187873236,0.09350365001477098
Tier 2,,"4,8-Dihydroxyquinoline",0.17466666666666666,1.2613333333333332,0.13847780126849896,0.00020818274558223487,0.02519011221545042
Tier 1,,2-Methyl-4-pentenoic acid,0.15033333333333332,1.259,0.11940693672226635,0.010783477566364042,0.10897396016004622
Tier 2,,(+)-Gallocatechin/(-)-Epigallocatechin,0.081,0.8443333333333333,0.09593367548361628,0.03910932808513485,0.16431349646879573
Tier 2,C17756,2-Descarboxy-cyclo-dopa,0.09203333333333334,0.963,0.09556940117687783,0.015718887781051582,0.11337833240399268
Tier 2,,4-Hydroxy-4-methylglutamic acid,0.054766666666666665,0.8073333333333333,0.06783649876135425,0.01918327718425537,0.12346683719653723
Tier 2,,2-Methyleneglutaric acid,0.050133333333333335,0.7799999999999999,0.06427350427350428,0.01136253369418964,0.10897396016004622
Tier 2,C02298,N-Acetylindoxyl,0.10099999999999999,1.7353333333333332,0.05820207452938917,0.024139659711286364,0.13552202621305628
Tier 2,,"4,5-Dioxopentanoic acid",0.06033333333333333,1.3086666666666666,0.04610290371879776,0.017258054022585557,0.12001290440993405
