Identification Level,External Identifier,Compound,sFEnD2_mean,sFEnD1_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C14516,Kojic acid,1.2766666666666666,0.5133333333333333,2.487012987012987,0.012290950408823383,0.27036011678282584
Tier 2,,"3',5'-Cyclic GMP",2.6300000000000003,1.061,2.4787935909519327,0.0019527363149276342,0.2047519677112479
Tier 1,C02504,2-Isopropylmalic acid,0.488,0.19999999999999998,2.44,0.0029857415611825185,0.2158153293609245
Tier 2,C02906,Myricetin,0.35733333333333334,0.14673333333333333,2.4352567014993185,0.020530758001108977,0.3221899233668334
Tier 1,HMDB0028850,Glycyl-Serine,0.9906666666666667,0.40700000000000003,2.434070434070434,0.026337999727654913,0.32593517623570273
Tier 1,HMDB0029010,Prolyl-Alanine,0.07533333333333334,0.03133333333333333,2.404255319148936,0.04197406685627591,0.32593517623570273
Tier 2,C00072,Isomer 1 of Ascorbic acid,3.0356666666666663,1.268,2.394058885383806,0.000976845729747357,0.19019950497905522
Tier 2,,Coniferyl acetic acid,0.6556666666666666,0.27530000000000004,2.3816442668603943,0.02354627972590368,0.32593517623570273
Tier 1,HMDB0028843,Glycyl-Histidine,0.7653333333333333,0.32266666666666666,2.371900826446281,0.009697680365740893,0.27036011678282584
Tier 2,,"5,6-DHET",2.6376666666666666,1.1296666666666666,2.3349070522277957,0.03911420154304362,0.32593517623570273
Tier 2,,5-Hydroxyferulic acid methyl ester,0.6869999999999999,0.29496666666666665,2.3290767318341055,0.027039899589937397,0.32593517623570273
Tier 2,,Isomer 1 of 4-Hydroxypiperidine,1.2653333333333332,0.547,2.313223644119439,0.009773888897567227,0.27036011678282584
Tier 2,,"Cyanidin 3-O-(6""-O-Malyl-beta-D-Glucoside)",0.7560000000000001,0.32866666666666666,2.300202839756593,0.005966049281947079,0.26380658415874686
Tier 2,C22137,Isomer 7 of 4-Chloro-L-lysine,3.6696666666666666,1.6083333333333334,2.281658031088083,0.001377470949037161,0.19019950497905522
Tier 2,C03557,2-Aminoethylphosphonate,1.4290000000000003,0.6269,2.279470409953741,0.04378735665033249,0.32593517623570273
Tier 2,C00263,Isomer 1 of Homoserine,1.0519999999999998,0.46466666666666673,2.263988522238163,0.04977114906744448,0.32938744218444926
Tier 2,C11854,Gibberellin A51-catabolite,2.337666666666667,1.04,2.2477564102564105,0.04126544426590215,0.32593517623570273
Tier 2,,"5,6-Dihydroxyindole 5-O-glucuronide",2.2346666666666666,0.9953333333333333,2.245144005358339,0.018473705245292505,0.30587177684705735
Tier 2,,"5,6-Dihydroxyindole 6-O-glucuronide",2.2346666666666666,0.9953333333333333,2.245144005358339,0.018473705245292505,0.30587177684705735
Tier 2,,5-Hydroxykynurenamine O-sulfate,1.3326666666666667,0.6083333333333333,2.1906849315068495,0.01621517155476159,0.2891289820302874
Tier 2,,3-Methylhistamine,0.6566666666666667,0.30033333333333334,2.18645948945616,0.0031936255175888163,0.2158153293609245
Tier 1,C00106,Uracil,2.047,0.9426666666666668,2.1714992927864216,0.010846771438158773,0.27036011678282584
Tier 2,,N-desmethylalmotriptan,1.3343333333333334,0.616,2.1661255411255413,0.033093921259985934,0.32593517623570273
Tier 2,C00134,Isomer 1 of Putrescine,1.3343333333333334,0.616,2.1661255411255413,0.033093921259985934,0.32593517623570273
Tier 2,,"3,4-Dihydroxyphenylacetaldehyde",1.2129999999999999,0.56,2.166071428571428,0.014165256098574688,0.2736255303041344
Tier 2,C16420,4-Acetamido-2-amino-6-nitrotoluene,0.9843333333333334,0.45933333333333337,2.1429608127721336,0.03065161502090885,0.32593517623570273
Tier 2,C03564,1-Pyrroline-2-carboxylic acid,0.47833333333333333,0.22599999999999998,2.116519174041298,0.0386744698605406,0.32593517623570273
Tier 2,C09265,Fraxetin,1.3376666666666666,0.6383333333333333,2.09556135770235,0.030229724058791912,0.32593517623570273
Tier 2,C11260,"2-Amino-2-methyl-1,3-propanediol",0.7286666666666667,0.3486666666666667,2.089866156787763,0.03333145762800084,0.32593517623570273
Tier 2,C03415,N2-Succinyl-L-ornithine,1.5583333333333333,0.747,2.0861222668451584,0.04360129457441162,0.32593517623570273
Tier 1,C00327,Citrulline,0.35733333333333334,0.17533333333333334,2.038022813688213,0.04998795832823203,0.32938744218444926
Tier 2,C06201,"2,4-Dihydroxyhept-2-enedioic acid",2.9043333333333337,1.4386666666666665,2.0187673772011125,0.03225269993522682,0.32593517623570273
Tier 2,C00072,Ascorbic acid,0.674,0.3343333333333333,2.0159521435692924,0.001246335048966362,0.19019950497905522
Tier 1,C00148,Proline,0.3353333333333333,0.17333333333333334,1.9346153846153844,0.003038171258580984,0.2158153293609245
Tier 2,C12468,"3-Amino-4,7-dihydroxycoumarin",1.5713333333333335,0.8253333333333334,1.9038772213247175,0.04204459123376853,0.32593517623570273
Tier 2,C00555,4-Aminobutyraldehyde,0.975,0.5333333333333333,1.828125,0.04924747844254674,0.32938744218444926
Tier 1,HMDB0028881,Histidinyl-Aspartic acid,1.8266666666666669,1.0013333333333334,1.8242343541944075,0.003961524791571302,0.21863843968719707
Tier 2,C17945,Phosphonoformyl-CMP,0.7546666666666667,0.4157666666666667,1.8151206606269543,0.038537276848644754,0.32593517623570273
Tier 2,,Isomer 1 of Hydroxyprolyl-Valine,1.0256666666666667,0.5753333333333334,1.7827346465816918,0.03510881291704976,0.32593517623570273
Tier 2,C22137,Isomer 3 of 4-Chloro-L-lysine,0.589,0.332,1.7740963855421685,0.014910688638085328,0.2787336795409822
Tier 2,,2-Aminoacetophenone,0.441,0.255,1.7294117647058824,0.04492421930024758,0.32593517623570273
Tier 2,C05711,gamma-Glutamyl-beta-cyanoalanine,0.16,0.09400000000000001,1.7021276595744679,0.02288511467217644,0.32593517623570273
Tier 2,,N2'-Acetyl-3'-Hydroxykynurenamine,0.20199999999999999,0.11953333333333334,1.689905186837702,0.012339509698618798,0.27036011678282584
Tier 2,C12638,Quercetin 3-O-(6-O-malonyl-beta-D-glucoside),0.9426666666666668,0.559,1.6863446630888492,0.04748051182442154,0.32938744218444926
Tier 1,C01596,Maleamic acid,1.42,0.8639999999999999,1.6435185185185186,0.0354834322029496,0.32593517623570273
Tier 1,C00483,Tyramine,0.521,0.31966666666666665,1.6298227320125132,0.04070030134297813,0.32593517623570273
Tier 2,,N-Acetyl-2-Aminomuconate semialdehyde,1.6013333333333335,0.988,1.620782726045884,0.04538592779048913,0.32593517623570273
Tier 2,,Aminoethoxyacetic acid,1.508,0.9363333333333334,1.6105375578497685,0.049304757711971806,0.32938744218444926
Tier 1,C00242,Guanine,0.7863333333333333,0.49233333333333335,1.5971563981042654,0.04814731225532238,0.32938744218444926
Tier 1,HMDB0252875,Glycyl-Alanine,0.8649999999999999,0.547,1.5813528336380251,0.046345229331917294,0.32593517623570273
Tier 2,,4-Hydroxypiperidine,1.4383333333333332,0.926,1.5532757379409645,0.024555104923714016,0.32593517623570273
Tier 1,C00036,Succinic Acid,0.9496666666666668,0.6124666666666667,1.5505605747251552,0.01462493407231448,0.27787374737397513
Tier 2,C12455,5-Aminopentanal,1.4186666666666667,0.9193333333333333,1.5431472081218276,0.01803034271125409,0.30587177684705735
Tier 2,C11045,Aspartame,1.005,0.6523333333333333,1.5406234031681143,0.03381522651475115,0.32593517623570273
Tier 2,C00254,Prephenic acid,1.2543333333333333,1.9136666666666666,0.6554607211287232,0.048516701684262926,0.32938744218444926
Tier 1,C08317,12-Hydroxydodecanoic Acid,1.5613333333333335,2.3893333333333335,0.6534598214285714,0.046401470301027564,0.32593517623570273
Tier 1,C16308,Traumatic acid,1.4969999999999999,2.292666666666667,0.6529514393719104,0.045183028232851176,0.32593517623570273
Tier 2,,N-Acetyl-Isoglutamine,1.5255999999999998,2.3473333333333333,0.649928997443908,0.011820417009603587,0.27036011678282584
Tier 1,,Pimelic acid/3-Methyladipic Acid,2.1216666666666666,3.3230000000000004,0.6384792857859363,0.045129984223687046,0.32593517623570273
Tier 2,,Aspartyl-gamma-Glutamic acid,1.941,3.158,0.6146295123495884,0.024922117786126703,0.32593517623570273
Tier 1,C01771,Crotonic Acid,0.8729999999999999,1.4333333333333333,0.6090697674418604,0.027520289264448362,0.32593517623570273
Tier 1,C10427,Eugenol,0.7703333333333333,1.2736666666666665,0.6048154933263544,0.023696062353488548,0.32593517623570273
Tier 1,HMDB0028700,Alanyl-Valine,0.49800000000000005,0.8286666666666666,0.600965406275141,0.04194129365904584,0.32593517623570273
Tier 2,C00219,Arachidonic acid,0.9415666666666667,1.5763333333333334,0.5973144427997462,0.01764034809123674,0.3051516931006475
Tier 2,C03273,5-Oxopentanoic acid,1.0726666666666667,1.8156666666666668,0.5907839177528915,0.03377872376786325,0.32593517623570273
Tier 2,C20904,2-Iminopropanoate,0.3586333333333333,0.6096666666666667,0.58824494259158,0.0266643936490082,0.32593517623570273
Tier 2,C00975,Dihydroxyfumaric acid,1.3006666666666666,2.2143333333333333,0.5873852175222039,0.04410521193594661,0.32593517623570273
Tier 2,,Vinylacetylglycine,0.7146666666666667,1.2216666666666667,0.5849931787175989,0.030415008073998082,0.32593517623570273
Tier 1,C06427,alpha-Linolenic acid,2.4713333333333334,4.276,0.5779544745868413,0.03961021907724097,0.32593517623570273
Tier 2,,Harderoporphyrinogen,0.6846666666666666,1.187,0.5768042684639146,0.010516156541573748,0.27036011678282584
Tier 2,C05653,Formylanthranilic acid,0.6983333333333334,1.211,0.5766584090283512,0.013050126331324017,0.2706148650426821
Tier 2,C14766,9-OxoODE,2.2296666666666667,3.9376666666666664,0.5662405824092103,0.04331327821937885,0.32593517623570273
Tier 2,C20186,"Isomer 1 of 5S,8R-DiHODE",1.7883333333333333,3.1620000000000004,0.5655703141471642,0.015729119776292138,0.28484452844879043
Tier 2,,(+)-Gallocatechin/(-)-Epigallocatechin,2.078,3.7390000000000003,0.5557635731479004,0.03196064964009045,0.32593517623570273
Tier 2,,"3,4-Dihydroxyphenylethyleneglycol 4-O-glucuronide",0.8036666666666665,1.4516666666666664,0.5536165327210103,0.034215000295719965,0.32593517623570273
Tier 2,C02666,Coniferyl aldehyde,0.8933,1.618,0.5521013597033374,0.0462987585583862,0.32593517623570273
Tier 2,,5-Phenylvaleric acid,1.1663333333333334,2.1393333333333335,0.545185416017451,0.016635508985866264,0.2921296199184697
Tier 2,C00127,Glutathione disulfide,2.0540000000000003,3.779333333333333,0.543482095607691,0.02128164051880471,0.32454501791177176
Tier 2,C14765,13-OxoODE,2.177,4.013333333333333,0.5424418604651163,0.025554130182326,0.32593517623570273
Tier 2,C12136,(-)-Epigallocatechin,2.0540000000000003,3.7913333333333328,0.5417619131352208,0.021033134435133327,0.32454501791177176
Tier 1,C00134,Putrescine,0.9746666666666667,1.8096666666666668,0.538589058758519,0.0037241644410858413,0.2158153293609245
Tier 1,C00249,Decanoic acid,1.0533333333333335,1.957,0.5382388008857094,0.02929408110149777,0.32593517623570273
Tier 1,C00022,Propanoic acid,1.01,1.9063333333333332,0.529812904353908,0.03433628211864897,0.32593517623570273
Tier 2,C02367,3-Oxododecanoic acid,1.1966666666666668,2.279333333333333,0.5250073120795555,0.013811469823433929,0.2713134495823716
Tier 2,,Homoagmatine,1.7923333333333333,3.4150000000000005,0.5248413860419716,0.024453888428557,0.32593517623570273
Tier 2,C03242,Icosatrienoic acid,0.8811333333333334,1.689,0.5216893625419381,0.027818031863159426,0.32593517623570273
Tier 1,C06104,Adipic acid,1.3843333333333334,2.693,0.5140487684119321,0.0014769590550573744,0.19019950497905522
Tier 2,C16309,Traumatin,1.3946666666666667,2.7596666666666665,0.5053750452953256,0.018776960250867884,0.3065140412782518
Tier 2,,"2,4-Dihydroxycinnamate",0.6981999999999999,1.3973333333333333,0.4996660305343511,0.03443150400359014,0.32593517623570273
Tier 2,C04577,15-OxoETE,2.1123333333333334,4.282333333333333,0.4932669105627774,0.029196161312634295,0.32593517623570273
Tier 2,C07289,Crepenynic acid,2.268666666666667,4.667333333333334,0.486073418083131,0.023408174020067753,0.32593517623570273
Tier 2,,"2,3-Dihydroxytoluene",0.775,1.6580000000000001,0.4674306393244873,0.044208713179957435,0.32593517623570273
Tier 2,C16679,all-trans-18-Hydroxyretinoic acid,1.5156666666666665,3.407666666666666,0.44478137533013795,0.010841139641611411,0.27036011678282584
Tier 1,HMDB0029067,Threoninyl-Methionine,0.5983333333333334,1.3516666666666666,0.44266337854500626,0.013705956469399138,0.2713134495823716
Tier 2,,"3,4-Dihydroxyphenylacetaldehyde 4-O-glucuronide",0.789,1.797666666666667,0.4389022807342851,0.048782189305602214,0.32938744218444926
Tier 2,C16320,Colnelenic acid,1.1736666666666666,2.749,0.42694313083545526,0.006789447633637324,0.26380658415874686
Tier 2,C11918,Isomer 1 of Maltol,1.098,2.6453333333333333,0.41507056451612906,0.02801206871511614,0.32593517623570273
Tier 1,C00025,Glutamic Acid,0.589,1.4243333333333332,0.4135267961619471,0.006110780919812191,0.26380658415874686
Tier 2,C00407,Isomer 1 of L-Isoleucine,1.1606666666666665,2.8529999999999998,0.40682322701250145,0.006420394379711618,0.26380658415874686
Tier 2,,Isomer 1 of Norfuraneol,1.348,3.4433333333333334,0.39148112294288484,0.030743992961164666,0.32593517623570273
Tier 2,,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylic acid",2.1750000000000003,5.631666666666667,0.38620893755548985,0.012596588702564793,0.27036011678282584
Tier 2,C16603,"2,3-Dihydroxycarbamazepine",1.9216666666666669,5.03,0.3820410868124586,0.037772717022294934,0.32593517623570273
Tier 2,C16196,"Isomer 4 of 1,2-Dihydroxynaphthalene-6-sulfonic acid",0.328,0.8586666666666667,0.38198757763975155,0.0037092207388860396,0.2158153293609245
Tier 2,,20-COOH-leukotriene E4,0.7123333333333334,1.9106666666666667,0.3728192602930914,0.0192557125769068,0.3099634843977081
Tier 2,C16405,Homoeriodictyol chalcone,1.082,3.241666666666667,0.3337789203084833,0.03664426736264783,0.32593517623570273
Tier 1,C02225,2-Methylcitric Acid,0.7292666666666666,2.356,0.30953593661573287,0.03545876813541374,0.32593517623570273
Tier 2,C00350,sn-Glycero-3-phosphoethanolamine,0.5386666666666667,1.7426666666666666,0.3091048201989289,0.0055500250725767164,0.26380658415874686
Tier 1,C00179,Agmatine,1.3496666666666668,4.367333333333334,0.309036788276599,0.01070226006394156,0.27036011678282584
Tier 2,,"N-Acetyl-6-Carboxy-5,6,7,8-tetrahydropterin",1.2773666666666668,4.159666666666666,0.3070839009536021,0.035594499132990294,0.32593517623570273
Tier 2,,Rhamnalpinogenin,1.391,4.906333333333333,0.2835111080915823,0.0012783553507416184,0.19019950497905522
Tier 2,,2-Formylglutaric acid,4.658666666666666,17.326333333333334,0.26887781604109345,0.02689641810281531,0.32593517623570273
Tier 2,,Robustaquinone A,1.4386666666666665,5.526666666666666,0.260313630880579,0.0020557009481739553,0.2047519677112479
Tier 2,C16319,Isomer 1 of Etherolenic acid,1.7679999999999998,7.3406666666666665,0.2408500590318772,0.0033596847805784378,0.2158153293609245
Tier 2,C01367,Adenosine 3'-monophosphate,0.9823333333333334,4.111666666666666,0.23891366031617353,0.00019112481671274697,0.11075683128503687
Tier 2,C00020,Adenosine monophosphate,0.9366666666666665,4.060333333333333,0.2306871357031442,0.00015730409292643527,0.11075683128503687
Tier 2,C16827,1-O-(4-Coumaroyl)-beta-D-Glucose,0.054900000000000004,0.2396666666666667,0.2290681502086231,0.00945891150794345,0.27036011678282584
Tier 2,,"5,10-Methenyltetrahydrofolic acid",0.8941666666666666,4.718666666666667,0.18949562023170385,0.015417060872180196,0.2836249769977277
