Identification Level,External Identifier,Compound,sFED3_mean,sMED3_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C02700,N-formylkynurenine,1.4326666666666668,0.474,3.0225035161744027,0.04047427371624414,0.30016921447690054
Tier 2,,Isomer 1 of Prolyl-Glutamine,0.6433333333333333,0.22,2.9242424242424243,0.02973172188841014,0.26109576452719574
Tier 2,C03884,L-Targinine,0.6903333333333332,0.241,2.8644536652835404,0.018584237415992227,0.22974369435511002
Tier 1,C00062,Arginine,0.8876666666666667,0.315,2.817989417989418,0.004091312013592057,0.12316259958158157
Tier 2,,4-Hydroxy-4-methylglutamic acid,1.0913333333333333,0.39256666666666673,2.7799949053239357,0.0031888731901403857,0.12103853456489377
Tier 1,C03401,"2,3-Diaminoproprionic acid",0.9729999999999999,0.35033333333333333,2.777354900095147,0.0163713469381146,0.21331620711901558
Tier 2,C09789,Naringin,0.681,0.24636666666666665,2.7641726424029227,0.030905443431736814,0.26109576452719574
Tier 2,,Gentisate aldehyde 5-O-sulfate,1.393,0.5048,2.759508716323296,0.002564781460524653,0.1178449586862117
Tier 2,,2'-Hydroxyacetophenone,2.8426666666666667,1.0303666666666669,2.758888421597489,0.029686461303072648,0.26109576452719574
Tier 2,,Isomer 1 of L-cis-3-Amino-2-pyrrolidinecarboxylic acid,1.1493333333333335,0.4464333333333334,2.5744792055551406,0.044366507558807326,0.3034825571968231
Tier 2,,N-Acetyl-Vanillylamine,2.2993333333333332,0.9059333333333334,2.538082272426227,0.04927571732218977,0.3050900795905792
Tier 2,,"3,4-Dihydroxyphenylacetaldehyde 3-O-sulfate",1.8366666666666667,0.7319333333333334,2.5093360051006464,0.013813685849536846,0.2013211118336477
Tier 2,C10434,5-O-Caffeoylshikimic acid,0.8663333333333334,0.3504666666666667,2.4719421723416395,0.006786244258273252,0.14798204575291174
Tier 1,C02518,4-Aminosalicylic acid,1.377,0.5647,2.438462900655215,0.041741558174572334,0.3027175351726516
Tier 1,HMDB0028802,Glutaminyl-lysine,1.1933333333333334,0.49566666666666664,2.4075319435104237,0.04478624037036265,0.3034825571968231
Tier 2,,Ophthalmic acid,0.8483333333333333,0.361,2.3499538319482918,0.01383650253152218,0.2013211118336477
Tier 1,HMDB0028738,Asparaginyl-Phenylalanine,0.7223333333333333,0.309,2.33764832793959,0.025229730322662812,0.2561110996707516
Tier 2,,N2-Acetyl-L-Hydroxylysine,0.8593333333333333,0.3726666666666667,2.305903398926654,0.04280764091825941,0.3027175351726516
Tier 1,C00152,Asparagine,0.7150000000000002,0.31566666666666665,2.265047518479409,0.007938212380150246,0.1479989675115937
Tier 1,HMDB0028966,Methionyl-Alanine,0.8836666666666666,0.40066666666666667,2.2054908485856903,0.04672147748057413,0.3034825571968231
Tier 2,,N-Acetyl-N-(L-Arginino)succinic acid,0.694,0.3173333333333333,2.1869747899159666,0.043377239659790776,0.3029466417839788
Tier 1,C01839,o-Toluic acid,1.0506666666666666,0.49366666666666664,2.12829169480081,0.0036789676876273075,0.12257310100967916
Tier 1,HMDB0029045,Seryl-Methionine,0.6493333333333332,0.31466666666666665,2.063559322033898,0.027530868579615217,0.2592328490328794
Tier 2,C11940,Myrtenic acid,1.7836666666666667,0.8867666666666668,2.011427282637296,0.0307247326133844,0.26109576452719574
Tier 2,C02587,Pyrimidodiazepine,1.1159999999999999,0.5591,1.9960651046324447,0.041451354710198784,0.3027175351726516
Tier 2,,D-Lupinic acid,0.6486666666666666,0.33046666666666663,1.962880774662094,0.0012851365367901643,0.08630186127829334
Tier 2,,Neohesperidin dihydrochalcone,0.9566666666666667,0.507,1.8869165023011176,0.022085313407991854,0.23893312576496958
Tier 2,C05711,gamma-Glutamyl-beta-cyanoalanine,1.1883333333333332,0.6353333333333334,1.870409233997901,0.02097565031318394,0.23781484056376076
Tier 1,C00077,Ornithine,0.7923333333333332,0.42700000000000005,1.855581576893052,0.011369764099469312,0.18186731109617307
Tier 1,C00041,Alanine,1.1296666666666668,0.6093333333333334,1.8539387308533917,0.027551038335268715,0.2592328490328794
Tier 2,C02367,3-Oxododecanoic acid,1.3373333333333335,0.7230333333333334,1.8496150477156423,0.01892496496613172,0.22974369435511002
Tier 2,C00431,Isomer 1 of 5-Aminopentanoic acid,0.9126666666666666,0.49433333333333335,1.8462575859743762,0.028209760204036132,0.2592328490328794
Tier 1,,N-Methyl-Glycine,1.3036666666666665,0.7126666666666667,1.8292797006548174,0.00408748279574239,0.12316259958158157
Tier 1,HMDB0028796,Glutaminyl-Glutamic acid,1.127,0.6206666666666666,1.8157894736842108,0.019224885953377464,0.22974369435511002
Tier 2,,Isomer 2 of Vinylacetylglycine,1.2673333333333334,0.6980000000000001,1.8156638013371538,0.003381622785336685,0.12257310100967916
Tier 2,C00408,Isomer 1 of Pipecolic acid,1.1063333333333334,0.6176666666666667,1.7911494873178628,0.02244274491721364,0.23893312576496958
Tier 2,C12137,Pelargonidin 3-O-glucoside,2.923,1.7578666666666667,1.6628109830097086,0.03268652725724115,0.2699977406648927
Tier 2,C03296,N2-Succinyl-L-arginine,1.1733333333333333,0.719,1.6318961520630506,0.015523625085003118,0.21080552797810298
Tier 2,C14762,13(S)-HODE,0.48533333333333334,0.2992666666666666,1.621742036088216,0.015763231902997877,0.21080552797810298
Tier 2,C20492,Pelargonidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside,1.7536666666666665,1.0936666666666666,1.6034745504419383,0.04057270023857304,0.30016921447690054
Tier 1,C00099,Beta-Alanine,1.0906666666666667,0.7113333333333333,1.533270852858482,0.019884258385179626,0.23144415246971817
Tier 2,,Isomer 1 of Vinylacetylglycine,1.3476666666666668,0.8809999999999999,1.5297010972379874,0.0017600468719698972,0.09992575133791327
Tier 1,HMDB0011179,Prolyl-Phenylalanine,1.2533333333333332,0.824,1.5210355987055015,0.046930292350024196,0.3034825571968231
Tier 1,C00020,Adenosine monophosphate,1.174,1.7843333333333333,0.6579488137492995,0.03527886910796142,0.27458833071312655
Tier 2,C04742,5(S)-HETE,0.515,0.7846666666666667,0.6563296516567544,0.004797747616213533,0.13308618171913722
Tier 2,C05786,(3Z)-Phycocyanobilin,1.1103333333333332,1.6979999999999997,0.6539065567334119,0.011988280569167635,0.18186731109617307
Tier 2,C20310,N-Hydroxy-L-isoleucine,0.5329,0.82,0.6498780487804879,0.02928363562357551,0.26109576452719574
Tier 2,,Isomer 1 of Rhamnosylisoorientin,0.7276666666666666,1.1323333333333332,0.6426258463350014,0.00016755966783081746,0.02089708428804338
Tier 2,,Diphenol glucuronide,0.9153333333333333,1.4256666666666666,0.6420388122515782,0.024740352575032484,0.2561110996707516
Tier 2,,Isomer 1 of Prolyl-Alanine,1.127,1.8419999999999999,0.6118349619978285,0.027897074859955667,0.2592328490328794
Tier 2,,"2-Hydroxy-2,4-pentadienoic acid",1.2293333333333332,2.0236666666666667,0.607478174929995,0.010270769392342007,0.16917701282102965
Tier 2,,Prolyl-Hydroxyproline,0.5026666666666667,0.8423333333333334,0.5967550455085081,0.03874074641179835,0.2915575139439652
Tier 1,C02341,trans-Aconitic acid,0.9773333333333335,1.641333333333333,0.5954508529650693,0.04829559634636914,0.3040770663019029
Tier 2,C00493,Shikimic acid,0.6626666666666666,1.1153333333333333,0.5941422594142259,0.005119037930681844,0.13308618171913722
Tier 2,C01102,O-Phospho-L-homoserine,0.7060000000000001,1.1940000000000002,0.5912897822445561,0.002747750797245146,0.11993932229975063
Tier 2,,4-Methylaminobutyric acid,0.6302333333333333,1.071,0.5884531590413944,0.033813373975046475,0.2699977406648927
Tier 1,C08491,(-)-Jasmonic acid,0.8283333333333333,1.449,0.5716586151368759,0.009939520732094873,0.16917701282102965
Tier 2,C22137,Isomer 2 of 4-Chloro-L-lysine,0.652,1.1486666666666665,0.5676146256529311,0.0018313997954256729,0.09992575133791327
Tier 1,C00490,Itaconic acid,1.1573333333333333,2.0866666666666664,0.5546325878594249,0.034020333875301484,0.2699977406648927
Tier 2,C02714,N-Acetylputrescine,1.0236666666666665,1.9453333333333334,0.5262165867032212,0.005893194839397245,0.139047543102535
Tier 2,,Spermine dialdehyde,0.6549999999999999,1.247,0.5252606255012028,0.04787457525715776,0.3040770663019029
Tier 2,C05526,S-Glutathionyl-L-cysteine,0.7733333333333333,1.4900000000000002,0.5190156599552572,0.03331167725683212,0.2699977406648927
Tier 2,,N-Acetyl-Sepiapterin,0.7702666666666667,1.4973333333333334,0.5144256455921639,0.01009247056399455,0.16917701282102965
Tier 2,,Gentisate aldehyde 2-O-glucuronide,0.809,1.5869999999999997,0.5097668557025836,0.019474265042701194,0.22974369435511002
Tier 2,C22137,4-Chloro-L-lysine,0.8226666666666667,1.6186666666666667,0.5082372322899505,0.008071702115493972,0.1479989675115937
Tier 2,C16827,1-O-(4-Coumaroyl)-beta-D-Glucose,0.4566666666666666,0.9009999999999999,0.5068442471328154,0.009099463302098315,0.16208503876329472
Tier 2,C14516,Kojic acid,1.1483333333333334,2.3189999999999995,0.4951847060514591,0.0465531360629334,0.3034825571968231
Tier 2,,N-Acetyl-5-Amino-2-oxopentanoic acid,0.3359666666666667,0.6903333333333334,0.4866731047802994,0.00025280591835222694,0.027587445840186763
Tier 2,C22137,Isomer 1 of 4-Chloro-L-lysine,0.5688,1.1700000000000002,0.48615384615384605,0.008137400275551543,0.1479989675115937
Tier 2,C00436,N-Carbamoylputrescine,0.6310000000000001,1.3503333333333334,0.467292026660084,0.007650447719449644,0.1479989675115937
Tier 2,C06469,Isomer 1 of Neuraminic acid,0.5243333333333334,1.1243333333333334,0.46635042988437597,0.030875181030052996,0.26109576452719574
Tier 2,,3-Methylhistamine,1.3413333333333333,2.9143333333333334,0.46025391741964994,0.0008744913636095007,0.06506996824996363
Tier 2,,"2',4',6'-Trihydroxyacetophenone",0.432,0.9423333333333334,0.4584365051291121,0.04211651526844903,0.3027175351726516
Tier 2,,Isovanillic acid,0.41733333333333333,0.9323333333333332,0.4476224526278156,0.035542361249236314,0.27458833071312655
Tier 2,C15996,7-Cyano-7-carbaguanine,1.5116666666666667,3.3900000000000006,0.4459193706981317,0.019027998455941695,0.22974369435511002
Tier 2,C21634,Norcraugsodine,0.9860000000000001,2.3476666666666666,0.41999148090302435,0.006507806125232918,0.14798204575291174
Tier 1,C12269,N-Methyl-D-aspartic acid,1.574,3.8729999999999998,0.4064033049315776,0.00536988268098935,0.13308618171913722
Tier 2,C00134,Putrescine,0.7713333333333333,1.9159999999999997,0.40257480862908845,0.003668215704573928,0.12257310100967916
Tier 2,C19911,Iminodiacetic acid,1.4656666666666667,3.85,0.3806926406926407,0.006620970175546091,0.14798204575291174
Tier 2,,"trans-2,3-Epoxysuccinic acid",0.5635666666666667,1.5366666666666668,0.36674620390455526,0.0008944325532641048,0.06506996824996363
Tier 2,,"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinic acid",0.37000000000000005,1.0276666666666667,0.36003892312682456,0.0220384598327719,0.23893312576496958
Tier 2,C17754,3-Methoxytyramine-betaxanthin,1.4777333333333331,4.18,0.3535247208931419,0.004391417144927312,0.12779023891738478
Tier 2,,4-Hydroxybenzoate O-glucuronide,0.4172,1.2343333333333335,0.33799621928166346,0.018473247460514482,0.22974369435511002
Tier 2,,N-Acetyl-(S)-Ureidoglycine,0.3532666666666667,1.1173333333333335,0.31616945107398564,3.802175217968739e-05,0.007901878251365884
Tier 1,C00979,O-Acetyl-L-serine,1.1723333333333332,3.8546666666666667,0.3041335178139052,0.003111990698980179,0.12103853456489377
Tier 2,,7-Hydroxy-2-Oxindole-3-Acetate,0.8743333333333334,3.042333333333333,0.28738906541032105,0.02209369774846644,0.23893312576496958
Tier 2,,"Quercetin 3-O-(6""-O-Feruloyl)-Glucoside",0.8396666666666667,4.127666666666666,0.203424049099572,0.0049591094661280205,0.13308618171913722
Tier 2,C20470,1-O-Vanilloyl-beta-D-Glucose,0.40020000000000006,2.0786666666666664,0.19252726106478515,0.038666295869205024,0.2915575139439652
Tier 2,,3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylic acid,0.07266666666666667,1.1643333333333332,0.06241053535642715,2.1578255916965824e-05,0.0062792724718370545
Tier 2,C01046,N-Methyl-L-glutamic acid,0.021333333333333333,1.1813333333333331,0.018058690744920995,0.00010574376107313033,0.015385717236140463
