Identification Level,External Identifier,Compound,sMED3_mean,sMED2_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C16827,1-O-(4-Coumaroyl)-beta-D-Glucose,0.9009999999999999,2.3843333333333336,0.3778834055640989,0.034146401288283695,0.2785963394829128
Tier 2,C17756,2-Descarboxy-cyclo-dopa,0.4403333333333334,1.1743333333333332,0.3749645188759581,0.03574938064798929,0.28045826028682397
Tier 2,,Isomer 1 of L-cis-3-Amino-2-pyrrolidinecarboxylic acid,0.4464333333333334,1.195,0.37358437935843797,0.007703093098924243,0.19840972730011885
Tier 2,C01046,N-Methyl-L-glutamic acid,1.1813333333333331,3.1773333333333333,0.37180025178346615,0.027707191850136634,0.2785963394829128
Tier 2,C06231,Isomer 1 of Ectoine,0.7653333333333334,2.0846666666666667,0.3671250399744164,0.04230575707029505,0.2885187002164693
Tier 2,,N-Acetyl-6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin,0.8106666666666666,2.2390000000000003,0.36206639868989127,0.014651045883421752,0.2521441731478593
Tier 2,C00072,Isomer 1 of Ascorbic acid,0.551,1.5326666666666668,0.3595041322314049,0.0019625590339659967,0.12237957404659394
Tier 1,C00408,Pipecolic acid,0.43933333333333335,1.2276666666666667,0.3578604398588108,0.043543294599775656,0.2885187002164693
Tier 2,,3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylic acid,1.1643333333333332,3.292,0.35368570271364924,0.02137649414145785,0.2744364615513633
Tier 2,,(6-Hydroxy-Indol-3-Yl)Acetyl-L-Phenylalanine,0.9603333333333333,2.766,0.3471920944805977,0.0030836797941011323,0.12242513188352498
Tier 2,,"1,2-Dehydroreticuline",0.5986333333333332,1.7383333333333333,0.34437200383509103,0.019363931077822288,0.2683287592212517
Tier 1,,(R)-2-Amino-3-methoxypropanoic acid,0.3586666666666667,1.047,0.3425660617637695,0.034659003517806465,0.28016027843560226
Tier 2,,"(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid",0.46199999999999997,1.4193333333333333,0.32550493189290747,0.016355222902351346,0.2644094369213467
Tier 1,C01839,o-Toluic acid,0.49366666666666664,1.5183333333333333,0.32513721185510425,0.026695461980616318,0.2785963394829128
Tier 2,C05670,3-Aminopropiononitrile,0.5263333333333333,1.7253333333333334,0.3050618238021638,0.002880953219603834,0.12242513188352498
Tier 2,,Isomer 1 of prolyl-proline,1.507,4.981333333333333,0.302529443254818,0.019073594574434704,0.2683287592212517
Tier 2,C16186,L-Ascorbate 6-phosphate,0.6227666666666666,2.1910000000000003,0.2842385516506922,0.04357634562213039,0.2885187002164693
Tier 2,,N2-Acetyl-L-Hydroxylysine,0.3726666666666667,1.3183333333333331,0.28268015170670047,0.0017736226905651162,0.11941980969110826
Tier 2,C06231,Ectoine,0.2743333333333333,0.9706666666666667,0.28262362637362637,0.027689071200092386,0.2785963394829128
Tier 2,,Litcubine,0.4716666666666667,1.6768666666666665,0.281278575120264,0.03256489248088476,0.2785963394829128
Tier 1,C02442,N-Methyltyramine,0.4757666666666666,1.7523333333333335,0.27150466045272964,0.026735312929010217,0.2785963394829128
Tier 2,,Methyl vanillate,0.35833333333333334,1.337,0.2680129643480429,0.026769910933584936,0.2785963394829128
Tier 2,,4-Hydroxy-4-methylglutamic acid,0.39256666666666673,1.5250000000000001,0.2574207650273224,0.006938093548620779,0.19792157734342014
Tier 1,HMDB0011175,Leucyl-Proline,0.5626666666666668,2.207333333333333,0.2549078828148596,0.010000032074690985,0.19840972730011885
Tier 2,,L-2-Amino-5-hydroxypentanoic acid,0.5836666666666667,2.446,0.2386208776233306,0.009944283271854372,0.19840972730011885
Tier 2,C21762,4-Hydroxytryptamine,0.06946666666666666,0.2924,0.23757409940720473,0.04446853197271665,0.2885187002164693
Tier 2,C00974,Kaempferol,0.3280666666666667,1.5695666666666668,0.20901735086117187,0.04504834656717244,0.28917063642015833
Tier 1,C10833,Syringic acid,0.45883333333333337,2.5095666666666667,0.18283368974723394,0.049272735825055855,0.29262210416379725
Tier 2,,Ophthalmic acid,0.361,2.1270000000000002,0.1697226140103432,6.743812088149709e-05,0.058873479529546954
Tier 2,C02728,N(6)-Methyllysine,0.13233333333333333,0.8096666666666668,0.1634417455743104,0.03705685792558531,0.28377751727224537
Tier 2,,2-Amino-2-deoxy-D-gluconic acid,0.1057,0.6556666666666667,0.16120996441281138,0.004062040680883813,0.14184646057646277
Tier 2,C16432,5-Hydroxyectoine,0.35446666666666665,2.3176666666666668,0.15294117647058822,0.0074818526545128525,0.19840972730011885
Tier 1,C00135,L-Histidine,0.025433333333333336,0.20566666666666666,0.12366288492706647,0.020596985381592648,0.2744364615513633
