Identification Level,External Identifier,Compound,sFEnD2_mean,sFED2_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C07354,"Isomer 1 of (7S,8S)-DiHODE",1.8023333333333333,0.4248,4.24278091650973,0.001859485945271557,0.08653761514533015
Tier 2,C22137,4-Chloro-L-lysine,0.8493333333333334,0.20033333333333334,4.239600665557404,0.00034783816925185813,0.05713384092352416
Tier 1,HMDB0028695,Alanyl-Proline,1.1843333333333332,0.2816666666666667,4.20473372781065,0.03747403680959438,0.230200626751981
Tier 1,C00122,Fumaric Acid,1.2556666666666667,0.315,3.986243386243386,0.005981537739639298,0.1548689094617321
Tier 1,C00157,Ethanolamine,1.3073333333333335,0.3313333333333333,3.945674044265594,0.012887458631206815,0.1694980972147853
Tier 2,,Dehydroisocoproporphyrinogen,1.0883333333333334,0.2783333333333333,3.9101796407185634,0.02133231755196393,0.19509737076729852
Tier 1,HMDB0028925,Leucyl-Aspartic acid,1.2576666666666665,0.32233333333333336,3.9017580144777653,0.024386428720903127,0.20140185605943253
Tier 2,C10945,Caffeic aldehyde,1.1476666666666666,0.2996666666666667,3.8298109010011117,0.0015100857323871934,0.08305471528129564
Tier 2,C14765,13-OxoODE,2.177,0.582,3.7405498281786946,0.026360180000910102,0.20140185605943253
Tier 2,C02165,Leukotriene B4,0.4847333333333334,0.12966666666666668,3.7383033419023137,0.0007778804032957847,0.05713384092352416
Tier 2,C06469,Neuraminic acid,1.6893333333333331,0.4533333333333333,3.7264705882352938,0.015308508335397854,0.18138019313628825
Tier 2,,1-O-4-Hydroxybenzoyl-beta-D-Glucose,1.1716666666666666,0.32033333333333336,3.657648283038501,0.002813227544613887,0.11346684429942677
Tier 1,,"3,4-Dihydroxymandelic acid",0.8063333333333333,0.223,3.615844544095665,0.010617504332872101,0.1694980972147853
Tier 2,C05951,Leukotriene D4,1.287,0.35833333333333334,3.591627906976744,0.030295723933500735,0.20365458866408828
Tier 1,C00002,Adenosine,1.657333333333333,0.4670000000000001,3.548893647394717,0.01828792029969187,0.18138019313628825
Tier 2,C03296,N2-Succinyl-L-arginine,1.3756666666666666,0.3876666666666666,3.548581255374033,0.0097454580470754,0.1694980972147853
Tier 2,,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylic acid",2.1750000000000003,0.6146666666666666,3.5385032537960965,0.03234818909084604,0.21043714408561134
Tier 2,C00051,Glutathione,1.6783333333333335,0.48733333333333334,3.4439124487004107,0.012425689425677613,0.1694980972147853
Tier 2,,(+)-Gallocatechin/(-)-Epigallocatechin,2.078,0.6046666666666667,3.4366041896361628,0.012441406963889547,0.1694980972147853
Tier 2,,L-alpha-Aspartyl-L-hydroxyproline,2.2596666666666665,0.6603333333333334,3.4220090863200396,0.04654890298570604,0.25656453897477155
Tier 1,HMDB0029064,Threoninyl-Isoleucine,0.7593333333333333,0.2263333333333333,3.354933726067747,0.046329183199311424,0.25656453897477155
Tier 2,,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",2.612,0.7856666666666666,3.324565125159101,0.03766919346850598,0.230200626751981
Tier 2,,Isomer 1 of Norfuraneol,1.348,0.4163333333333334,3.2377902321857484,0.008315626931399091,0.1694980972147853
Tier 2,C04895,Dihydroneopterin phosphate,1.6656666666666666,0.525,3.1726984126984124,0.017151987126763128,0.18138019313628825
Tier 1,C00147,Adenine,2.0816666666666666,0.6749999999999999,3.083950617283951,0.04289327843238565,0.24952339857301267
Tier 2,,Isomer 2 of Hydroxyprolyl-Valine,0.8876666666666667,0.2946666666666667,3.012443438914027,0.010737816022971872,0.1694980972147853
Tier 2,,N-Acetyl-2-Aminomuconate semialdehyde,1.6013333333333335,0.5652333333333334,2.8330482986377308,0.006143560044762926,0.1548689094617321
Tier 2,C05636,3-Hydroxykynurenamine,0.7323333333333334,0.26489999999999997,2.764565244746446,0.03159114394913611,0.20774610966551466
Tier 2,C12468,"3-Amino-4,7-dihydroxycoumarin",1.5713333333333335,0.5693333333333334,2.759953161592506,0.016828938428902245,0.18138019313628825
Tier 1,HMDB0029019,Prolyl-Histidine,0.945,0.347,2.723342939481268,0.026378099994360558,0.20140185605943253
Tier 2,,Homoagmatine,1.7923333333333333,0.674,2.6592482690405537,0.0008074933002730144,0.05713384092352416
Tier 2,C16346,17-Hydroxylinolenic acid,1.2436666666666667,0.47266666666666673,2.6311706629055003,2.8877028991621696e-05,0.017470602539931126
Tier 2,C00219,Arachidonic acid,0.9415666666666667,0.3583333333333334,2.627627906976744,0.03003179617898827,0.20365458866408828
Tier 2,,4-Hydroxypiperidine,1.4383333333333332,0.5606666666666666,2.565398335315101,0.001794037224232661,0.08653761514533015
Tier 2,C12455,5-Aminopentanal,1.4186666666666667,0.5673333333333334,2.500587544065805,0.0013810949356666581,0.08305471528129564
Tier 2,,"5,6-DHET",2.6376666666666666,1.0866666666666667,2.4273006134969326,0.04705213377165306,0.25656453897477155
Tier 2,,Homoisocitric acid,1.8056666666666665,0.798,2.262740183792815,0.028488529348438395,0.20365458866408828
Tier 1,,D-Glyceric acid,1.8639999999999999,0.8890000000000001,2.0967379077615296,0.02696454601787444,0.20140185605943253
Tier 2,C22137,Isomer 2 of 4-Chloro-L-lysine,0.8656666666666667,0.4326666666666667,2.000770416024653,0.030269718737865308,0.20365458866408828
Tier 1,HMDB0028818,Glutamyl-Glutamic acid,1.6823333333333335,0.8626666666666667,1.9501545595054097,0.012739243502636336,0.1694980972147853
Tier 2,,gamma-Glutamylalanine,0.9463333333333334,0.492,1.9234417344173442,0.030807997280620898,0.20482239950302902
Tier 1,C00511,Acrylic Acid,1.0996666666666668,0.5910000000000001,1.8606880992667794,0.01798149492542632,0.18138019313628825
Tier 2,C01109,4-Methylene-L-glutamine,0.7083333333333334,0.381,1.8591426071741033,0.04582751166710006,0.25656453897477155
Tier 2,C00493,Shikimic acid,1.117333333333333,0.6036666666666667,1.8509110988404192,0.029595350996329112,0.20365458866408828
Tier 2,C11918,Maltol,0.574,0.3126666666666667,1.8358208955223876,0.04942124162526734,0.25656453897477155
Tier 2,,N-Acetyl-(S)-Ureidoglycine,1.031,0.5864,1.7581855388813095,0.04958436408915723,0.25656453897477155
Tier 1,C00108,Benzoic Acid,1.0553333333333332,1.6543333333333334,0.6379206125327422,0.048629331867824685,0.25656453897477155
Tier 1,C00587,3-Hydroxybenzoic Acid,0.8190000000000001,1.359,0.6026490066225166,0.026283580902525288,0.20140185605943253
Tier 2,,Pentalenic acid,0.879,1.466,0.5995907230559345,0.02760931431527037,0.20365458866408828
Tier 2,,Aminoethoxyacetic acid,1.508,2.5576666666666665,0.5895998957383032,0.039949357199583965,0.2369545206445912
Tier 1,C00847,4-Pyridoxic Acid,0.7314666666666666,1.2933333333333332,0.5655670103092784,0.026831370148329953,0.20140185605943253
Tier 2,,"2,4-Dihydroxycinnamate",0.6981999999999999,1.367,0.5107534747622531,0.03395630834267401,0.2139954848678935
Tier 2,C00570,CDP-ethanolamine,0.6006666666666667,1.1766666666666665,0.5104815864022664,0.020431114129339165,0.19313787575390928
Tier 1,,4-Chloroindole-3-acetic acid,0.11273333333333334,0.2271,0.49640393365624547,0.010961234069262261,0.1694980972147853
Tier 1,,2-Ethylhexanoic acid,0.9983333333333334,2.0233333333333334,0.49341021416803954,0.011683764296373515,0.1694980972147853
Tier 2,,2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioic acid,0.738,1.507,0.48971466489714666,0.009453924551717481,0.1694980972147853
Tier 1,HMDB0003148,Argininic acid,0.49100000000000005,1.0090000000000001,0.48662041625371655,0.024936909598996367,0.20140185605943253
Tier 2,C20913,Tabtoxin biosynthesis intermediate 3,0.3216666666666667,0.6913333333333332,0.465284474445516,0.022250774517262144,0.19509737076729852
Tier 2,,"N,N-Dihydroxy-L-isoleucine",0.7963333333333334,1.7493333333333332,0.45522103658536595,0.010800454249560415,0.1694980972147853
Tier 2,C20904,2-Iminopropanoate,0.3586333333333333,0.7896,0.45419621749408984,0.00679973832050495,0.15822468015021135
Tier 1,,Butanoic Acid/Isobutyric Acid,1.1576666666666666,2.898666666666667,0.39937902483900634,0.009833475897811942,0.1694980972147853
Tier 1,C01771,Crotonic Acid,0.8729999999999999,2.2983333333333333,0.37984046410442346,0.003070391953126683,0.1160991957276027
Tier 2,C00555,Isomer 1 of 4-Aminobutyraldehyde,0.47866666666666663,1.2676666666666667,0.3775966342361293,0.015624232216565335,0.18138019313628825
Tier 1,C03401,"2,3-Diaminoproprionic acid",0.4156666666666667,1.1376666666666666,0.36536771169059484,0.032879242598426825,0.2116164018303003
Tier 1,HMDB0028790,Glutaminyl-Alanine,0.19566666666666666,0.5413333333333333,0.36145320197044334,0.0036894175874024717,0.13129986119873502
Tier 1,,4-Ethyloctanoic acid,0.8255666666666667,2.407,0.3429857360476388,0.0334791434258508,0.21320928181726037
Tier 1,HMDB0028680,Alanyl-Alanine,0.12433333333333334,0.38600000000000007,0.32210708117443865,0.005462269581638043,0.1502124134950462
Tier 2,,"N(alpha)-Acetyl-L-2,4-diaminobutyric acid",0.11499999999999999,0.37133333333333335,0.3096947935368043,0.00915533555657173,0.1694980972147853
Tier 2,C00990,5-Aminopentanamide,0.421,1.3926666666666667,0.30229775011967447,0.0047047962772455215,0.1385393993429085
Tier 2,C00931,Porphobilinogen,0.8784000000000001,3.2916666666666665,0.2668556962025317,0.01897726981477901,0.18482426118088457
Tier 2,,Dhelwangin,0.4026666666666667,1.663,0.24213269192222892,0.04409240104294123,0.25405621553313756
Tier 1,C00033,Acetic Acid,0.7019666666666667,2.9013333333333335,0.24194623161764706,0.0008499249063003594,0.05713384092352416
Tier 2,C06735,Aminoacetaldehyde,0.603,2.6373333333333333,0.22864004044489383,0.00025278777235328504,0.05713384092352416
Tier 2,C05578,"5,6-Dihydroxyindole",0.6876666666666665,3.2825666666666664,0.20949054093849323,0.03828755713382294,0.23163972065962876
Tier 2,C16196,"Isomer 4 of 1,2-Dihydroxynaphthalene-6-sulfonic acid",0.328,1.7863333333333333,0.18361634633327115,0.00818600569279275,0.1694980972147853
Tier 2,,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],0.5676666666666667,3.318,0.17108700020092424,0.006588992779157088,0.15822468015021135
Tier 2,C03508,L-2-Amino-3-oxobutanoic acid,0.11066666666666665,1.6003333333333334,0.0691522599458446,0.021729099064115156,0.19509737076729852
Tier 2,,4-Hydroxy-4-methylglutamic acid,0.07440000000000001,1.7246666666666666,0.04313877077696174,0.02148821125970252,0.19509737076729852
