Identification Level,External Identifier,Compound,sFEnD2_mean,sMEnD2_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C11918,Isomer 1 of Maltol,1.098,1.865,0.5887399463806972,0.037694104470133064,0.501145692350612
Tier 2,C00122,Isomer 1 of Fumaric acid,0.718,1.2316666666666667,0.5829499323410013,0.035909425487155755,0.501145692350612
Tier 2,,N2'-Acetyl-3'-Hydroxykynurenamine,0.20199999999999999,0.35533333333333333,0.5684803001876172,0.0012660923830530618,0.35982143449377946
Tier 2,C00122,Isomer 2 of Fumaric acid,0.6786666666666666,1.211,0.5604183870079823,0.03540471986929805,0.501145692350612
Tier 2,,Isomer 1 of Prolyl-Threonine,0.5416666666666666,1.0186666666666666,0.5317408376963351,0.039864060218351705,0.501145692350612
Tier 1,C00148,Proline,0.3353333333333333,0.6453333333333333,0.5196280991735537,0.03031314060321521,0.501145692350612
Tier 2,,gamma-Glutamyl-Serine,0.1351,0.26866666666666666,0.5028535980148884,0.03931741460815098,0.501145692350612
Tier 2,C05958,Delta-12-Prostaglandin J2,0.775,1.601,0.4840724547158026,0.0401886056902374,0.501145692350612
Tier 2,,"N(alpha)-Acetyl-L-2,4-diaminobutyric acid",0.11499999999999999,0.24066666666666667,0.47783933518005534,0.003066536328052716,0.35982143449377946
Tier 2,C20914,Tabtoxin biosynthesis intermediate 4,0.7786666666666666,1.654,0.47077791213220477,0.012183161986205171,0.47745844732912796
Tier 2,,"meso-2,6-Diaminoheptanedioic acid",0.7826666666666666,1.6756666666666666,0.46707777998806443,0.010771860582990457,0.47745844732912796
Tier 2,,3-Amino-2-piperidone,0.5036666666666666,1.0833333333333333,0.4649230769230769,0.04905313497428155,0.501145692350612
Tier 2,,Dhelwangin,0.4026666666666667,0.8693333333333334,0.46319018404907975,0.04284461750524919,0.501145692350612
Tier 2,C16414,2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene,0.9473333333333334,2.0719999999999996,0.4572072072072073,0.04701162405301701,0.501145692350612
Tier 2,,Isomer 1 of L-2-Amino-5-hydroxypentanoic acid,0.7553333333333333,1.6533333333333333,0.4568548387096774,0.04440198791784525,0.501145692350612
Tier 2,C00350,sn-Glycero-3-phosphoethanolamine,0.5386666666666667,1.1956666666666667,0.45051575132422644,0.016570059087656713,0.47745844732912796
Tier 2,C02379,6-Hydroxymellein,0.13366666666666668,0.298,0.4485458612975392,0.04831689968537996,0.501145692350612
Tier 2,,Alanyl-Glutamic acid,1.1313333333333333,2.5613333333333337,0.441697032795419,0.040646673381769804,0.501145692350612
Tier 2,C03508,L-2-Amino-3-oxobutanoic acid,0.11066666666666665,0.26866666666666666,0.41191066997518605,0.00858235266203332,0.47745844732912796
Tier 2,C05957,Prostaglandin J2,0.6082333333333333,1.4776666666666667,0.4116174148432213,0.02136683763116107,0.47745844732912796
Tier 2,C20417,Olivetol,1.0603333333333333,2.5980000000000003,0.4081344624069797,0.01549424452234664,0.47745844732912796
Tier 2,,"2,3-Dihydroxy-3-methylbutanoic acid/(R)-2,3-Dihydroxy-3-methylbutanoic acid",0.7436333333333334,1.9583333333333333,0.37972765957446813,0.020768182292940626,0.47745844732912796
Tier 2,,Hydroxyprolyl-Hydroxyproline,0.895,2.3753333333333333,0.376789222565254,0.002877278804191702,0.35982143449377946
Tier 2,,1-O-4-Hydroxybenzoyl-beta-D-Glucose,1.1716666666666666,3.139,0.3732611235000531,0.018787469045954536,0.47745844732912796
Tier 2,,Isomer 1 of Isoleucyl-Hydroxyproline,0.7766666666666667,2.109,0.3682629998419472,0.011663276045802893,0.47745844732912796
Tier 1,C00847,4-Pyridoxic Acid,0.7314666666666666,2.1766666666666663,0.33604900459418074,0.013627517944440188,0.47745844732912796
Tier 1,HMDB0029010,Prolyl-Alanine,0.07533333333333334,0.22966666666666669,0.32801161103047893,0.04778302805362217,0.501145692350612
Tier 2,,N-Acetyl-L-4-Hydroxyglutamate semialdehyde,0.36356666666666665,1.1483333333333334,0.3166037735849056,0.008897879511718996,0.47745844732912796
Tier 2,C06185,Slaframine,0.7123333333333334,2.341666666666667,0.3041992882562278,0.045589846194953904,0.501145692350612
Tier 2,,"2-Hydroxy-cis-hex-2,4-dienoic acid",0.7993333333333333,2.671666666666667,0.29918902058640046,0.03348541779884123,0.501145692350612
Tier 2,C04785,Isomer 1 of 13(S)-HPOT,0.6703333333333333,2.4496666666666664,0.2736426724724453,0.04935067918647159,0.501145692350612
Tier 2,C05665,3-Aminopropanal,0.7376666666666667,2.9553333333333334,0.24960523347620123,0.014445065890856212,0.47745844732912796
Tier 1,HMDB0028680,Alanyl-Alanine,0.12433333333333334,0.5710000000000001,0.2177466433158202,0.045683170143129156,0.501145692350612
Tier 1,HMDB0028838,Glycyl-Cysteine (S-S 2 charges),1.3719999999999999,6.399,0.21440850132833253,0.039087691580971036,0.501145692350612
Tier 2,,N-Acetyl-L-2-Aminoadipic acid,1.034,6.921333333333333,0.14939318050471972,0.005146039439567861,0.4260185507470822
Tier 2,,Isomer 1 of N-Carboxyethyl-g-aminobutyric acid,0.244,2.1076666666666664,0.1157678317254468,0.01197097827895231,0.47745844732912796
Tier 2,C02220,2-Aminomuconic acid,0.6326666666666666,6.555666666666667,0.09650683886713783,0.0035573813840185883,0.37481863855250397
Tier 1,,trans-3-Hydroxycinnamic acid,0.21806666666666666,2.377666666666667,0.09171456610121967,0.04019048101797262,0.501145692350612
Tier 1,,N-Acetyl-Homoserine,0.31033333333333335,3.6470000000000002,0.08509277031349968,0.0013729361827898683,0.35982143449377946
Tier 1,C00308,Canavanine,0.22246666666666667,3.089333333333333,0.07201122140699182,0.03788487718440129,0.501145692350612
Tier 2,C16827,1-O-(4-Coumaroyl)-beta-D-Glucose,0.054900000000000004,1.0966666666666667,0.050060790273556234,0.00213317778691084,0.35982143449377946
Tier 2,,Canavaninosuccinic acid,0.5165666666666667,16.026666666666667,0.03223169717138103,0.009632727844210185,0.47745844732912796
Tier 2,C06234,4-Methyl-L-glutamic acid,0.06166666666666667,4.9365,0.012491981498362538,0.004689761032332759,0.41811023357489746
