Identification Level,External Identifier,Compound,sMEnD1_mean,sMED1_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,,3-Nitrotyrosine,0.8643333333333333,0.3206666666666667,2.695426195426195,0.0020226029273072233,0.028457552814438836
Tier 1,,N6-Acetyl-Lysine,0.643,0.2421,2.6559273027674513,0.01442160626166902,0.07521613610611859
Tier 2,,"5,6-DHET",1.625333333333333,0.6234333333333334,2.6070683847511087,0.003009882064846995,0.035671079138512155
Tier 2,,N-Ribosylhistidine,1.3566666666666667,0.5208666666666667,2.604633303468578,0.0003053240341126452,0.016792821876195487
Tier 1,HMDB0028938,Leucyl-Serine,0.8109999999999999,0.3323666666666667,2.4400762210410187,0.009986281773651861,0.05981881656494431
Tier 1,C01013,3-Hydroxypropanoic acid,1.4126666666666665,0.5823999999999999,2.425595238095238,0.01079438409215179,0.062267935990127546
Tier 1,C00049,Aspartic acid,0.8436666666666667,0.35033333333333333,2.408182683158896,0.0014298618408482182,0.022896548039604798
Tier 1,C00490,Itaconic acid,0.8963666666666666,0.379,2.3650835532102024,0.020634458570774634,0.08941824112723087
Tier 2,C21646,8-Amino-8-demethylriboflavin,0.47900000000000004,0.20336666666666667,2.3553515817079167,0.0036239603335664295,0.040601777811253514
Tier 1,C00147,Adenine,1.5736666666666668,0.6746666666666666,2.3325098814229253,0.001142231467962493,0.021859656450532804
Tier 2,,Isoleucyl-Hydroxyproline,2.2479999999999998,0.9639000000000001,2.3321921361137044,0.009004654392077942,0.05783076351534937
Tier 1,HMDB0000721,Glycyl-Proline,1.1159999999999999,0.48166666666666663,2.316955017301038,0.002477951470795053,0.033026874032084284
Tier 1,,trans-2-Methyl-2-pentenoic Acid,4.607333333333334,2.0261666666666667,2.2739162622357494,0.01413945235552377,0.07446358319916595
Tier 1,C16300,Stearidonic Acid,1.5996666666666668,0.7040000000000001,2.2722537878787876,0.0012057681639559086,0.021859656450532804
Tier 2,,"4,8-Dihydroxyquinoline",2.2603333333333335,1.0086666666666668,2.2409120951751484,0.0051330941934042825,0.04876918348744208
Tier 1,C00186,Lactic Acid,1.5040000000000002,0.6716666666666665,2.2392059553349886,0.004438400219512187,0.04530342969665484
Tier 2,C02305,Phosphocreatine,1.7266666666666666,0.7716333333333334,2.2376776534623524,0.02946798624588002,0.1007239077895899
Tier 1,C08317,12-Hydroxydodecanoic Acid,2.561666666666667,1.1776666666666664,2.175205208038495,0.016628638407688034,0.0824616904643546
Tier 2,,2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioic acid,0.7479666666666667,0.34400000000000003,2.1743217054263564,0.014154234822981959,0.07446358319916595
Tier 2,,Gentisate aldehyde 2-O-glucuronide,1.11,0.5119999999999999,2.1679687500000004,0.009070035207726727,0.05783076351534937
Tier 1,C08278,Suberic acid,1.9433333333333334,0.915,2.1238615664845173,0.005922884736046385,0.049887280580032216
Tier 1,C03440,cis-4-Hydroxy-D-proline,1.0156666666666665,0.4836666666666667,2.0999310820124046,0.04398992734350998,0.12208213781111715
Tier 2,C00263,4-Hydroxybutyric acid,1.5876666666666666,0.757,2.0973139586085425,0.010433222865831518,0.06128252265852494
Tier 1,,3-Methoxy-4-hydroxymandelic acid,2.6133333333333333,1.2699333333333331,2.0578508058165785,0.017064204188891558,0.08393368727056418
Tier 2,,cis-4-Octenedioic acid,4.263333333333333,2.087666666666667,2.0421523231678105,0.030704708849319275,0.10320193807687868
Tier 2,C05951,Leukotriene D4,0.7658,0.37699999999999995,2.031299734748011,0.04230781850324402,0.1190522334626169
Tier 1,C02427,Homocitrulline,0.19733333333333336,0.09833333333333333,2.0067796610169495,0.004642665522632396,0.04530342969665484
Tier 2,C03217,2-Hydroxy-3-oxoadipic acid,1.1382333333333332,0.5768666666666666,1.9731307061134866,0.004625759400030952,0.04530342969665484
Tier 1,C01197,Caffeic Acid,2.5393333333333334,1.289,1.9700025859839672,0.01815686425481084,0.08678535683878928
Tier 1,C01933,Norleucine,0.2826666666666667,0.14466666666666667,1.9539170506912442,0.04992025686938541,0.1287514563571791
Tier 1,C00417,cis-Aconitic acid,0.8299333333333333,0.42596666666666666,1.9483527662571405,0.020260809580753675,0.08941824112723087
Tier 2,C21248,2-Aminovalienone,1.913333333333333,0.989,1.9346140883046847,0.02270484232535549,0.09344509936625899
Tier 2,C16322,9-Oxononanoic acid,1.468,0.7601666666666667,1.9311554483665863,0.00931279692247144,0.05783076351534937
Tier 2,C05568,Imidazole lactic acid,1.0983,0.5709000000000001,1.9238045191802415,0.020839623138743064,0.08941824112723087
Tier 2,C01102,O-Phospho-L-homoserine,1.5970000000000002,0.8326666666666668,1.9179343474779824,0.04803972649947989,0.12829981359777878
Tier 2,C20310,N-Hydroxy-L-isoleucine,1.089,0.5695,1.9122036874451271,0.002582441566643182,0.033242066974875
Tier 1,C00123,Leucine,0.2733333333333334,0.14766666666666667,1.851015801354402,0.019107432691565243,0.08783419196241572
Tier 2,C01563,Carbamic acid,0.7646000000000001,0.42206666666666665,1.8115621544779659,0.048682813601170036,0.1287514563571791
Tier 2,C05791,D-Urobilin,0.4492,0.248,1.8112903225806452,0.025104282683910795,0.09518644175799038
Tier 1,C00152,Asparagine,0.9983333333333334,0.5583333333333332,1.7880597014925377,0.009970843761140746,0.05981881656494431
Tier 1,,"3,3-Dimethylglutaric acid",2.0320000000000005,1.1374333333333333,1.7864783284001997,0.009301799758667472,0.05783076351534937
Tier 2,,"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinic acid",1.9953666666666667,1.1199000000000001,1.7817364645652884,0.03559689951389613,0.11038758486344503
Tier 1,HMDB0028796,Glutaminyl-Glutamic acid,0.941,0.5496666666666666,1.7119466343238325,0.035646769436180066,0.11038758486344503
Tier 2,C20253,Isomer 1 of Aminoacrylic acid,1.1976666666666667,0.7036666666666668,1.7020369493131215,0.020530248818267996,0.08941824112723087
Tier 2,,"2-Hydroxy-2,4-pentadienoic acid",1.8790000000000002,1.1173333333333335,1.6816825775656323,0.039380259109614506,0.11454354212171527
Tier 2,,N-Acetyl-2-Aminomuconate semialdehyde,0.8509333333333333,0.5085000000000001,1.6734185512946573,0.024153018277037593,0.09518644175799038
Tier 1,C00568,4-Aminobenzoic acid,1.4900000000000002,0.8957333333333333,1.663441500446562,0.015537674268331038,0.07899405825496032
Tier 2,,"N-Acetyl-3,4-Dihydroxy-L-phenylalanine",0.6466666666666666,0.3915,1.6517667092379733,0.046829095005447414,0.12802133838254304
Tier 2,C16325,10-OPDA,1.6610000000000003,1.0090000000000001,1.6461843409316155,0.01861241626638845,0.08729078946639544
Tier 1,C00511,Acrylic Acid,0.9426666666666668,0.5766666666666667,1.6346820809248557,0.025620030271968672,0.09518644175799038
Tier 1,,"2,3-Dihydroxybenzoic acid",0.9198666666666666,0.5644,1.629813371131585,0.04697642499326373,0.12802133838254304
Tier 2,C03590,4-Hydroxyphenylglyoxylic acid,0.826,0.5229333333333334,1.5795512493625699,0.03266561505410086,0.10625105971898398
Tier 1,C00160,Glycolic Acid,1.405,0.8940000000000001,1.57158836689038,0.028141163396224012,0.09956376523225455
Tier 1,C02518,4-Aminosalicylic acid,0.7066666666666667,0.46270000000000006,1.5272674879331458,0.047615184009880296,0.12821424185571784
Tier 2,C03242,Icosatrienoic acid,1.39,0.916,1.5174672489082968,0.018211629714568054,0.08678535683878928
Tier 2,,Seryl-Glycine,0.05833333333333333,0.09426666666666667,0.6188118811881188,0.0332305867391761,0.1075107218032168
Tier 1,C01205,3-Aminoisobutyric acid,0.14433333333333334,0.23966666666666667,0.6022253129346314,0.009266731748922561,0.05783076351534937
Tier 2,C05730,Glutathionylspermidine,0.2593333333333333,0.433,0.5989222478829869,0.01036098450470868,0.06128252265852494
Tier 1,,4-Ethyloctanoic acid,1.4258333333333333,2.4136666666666664,0.5907333241265019,0.007346030613095181,0.05245720786284185
Tier 2,,Pentalenic acid,1.0813333333333333,1.8789999999999998,0.57548341316303,0.035556126582413194,0.11038758486344503
Tier 2,,Isomer 1 of Dehydroisocoproporphyrinogen,0.5176666666666666,0.9103333333333333,0.5686561699011351,0.04954691311159577,0.1287514563571791
Tier 2,C17227,3-(6'-Methylthio)hexylmalic acid,0.7090333333333333,1.3185333333333333,0.5377439579330568,0.04539459823548961,0.12540516864142107
Tier 2,,"(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid",0.385,0.7933333333333334,0.48529411764705876,0.0316946522907506,0.10448490026591224
Tier 2,,N-Acetyl-L-Pipecolic acid,0.5095333333333333,1.062,0.47978656622724414,0.04094970559690783,0.11686118814211904
Tier 1,,Butanoic Acid/Isobutyric Acid,1.7459999999999998,3.671666666666667,0.4755333635950975,0.00658359021054754,0.05195868734521972
Tier 1,C00956,Aminoadipic acid,1.4633333333333336,3.1100000000000008,0.4705251875669882,0.019796830992135337,0.08871913148327318
Tier 2,,N-Formimino-L-aspartic acid,0.39316666666666666,0.8607666666666667,0.4567633505014909,0.03530119626586732,0.11038758486344503
Tier 1,C00327,Citrulline,0.125,0.2826666666666667,0.44221698113207547,0.040587170659351426,0.11637553672468062
Tier 2,,(6-Hydroxy-Indol-3-Yl)Acetyl-L-Phenylalanine,0.552,1.2540000000000002,0.4401913875598086,0.0132423045813023,0.07089906435122027
Tier 1,HMDB0029030,Prolyl-Valine,0.049666666666666665,0.12033333333333333,0.41274238227146814,0.04039664123682705,0.11637553672468062
Tier 2,C10305,Barbaloin,0.6388999999999999,1.571,0.40668364099299803,0.036343053279772664,0.11104821835486092
Tier 2,C16432,5-Hydroxyectoine,0.8783666666666666,2.2533333333333334,0.3898076923076923,0.038204349147890886,0.11274942065597067
Tier 1,C01771,Crotonic Acid,0.8937666666666667,2.293,0.389780491350487,0.0007343515833440262,0.020194668541960722
Tier 2,C20913,Tabtoxin biosynthesis intermediate 3,0.08026666666666667,0.2074,0.3870138219222115,0.025746619951701095,0.09518644175799038
Tier 2,,"2,6-Dihydroxynicotinic acid",0.36706666666666665,0.9641666666666667,0.3807087294727744,0.037649151550437514,0.11220559944834825
Tier 2,C16196,"Isomer 4 of 1,2-Dihydroxynaphthalene-6-sulfonic acid",0.9393333333333334,2.782666666666667,0.3375658840440824,0.024891252284524063,0.09518644175799038
Tier 1,HMDB0028850,Glycyl-Serine,0.26016666666666666,0.7742333333333334,0.336031342833771,0.027204641737148778,0.09738939793476338
Tier 1,C00148,Proline,0.252,0.7879999999999999,0.3197969543147208,0.02607205644836983,0.09518644175799038
