Identification Level,External Identifier,Compound,sMEnD4_mean,sMED4_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,,4-Methylaminobutyric acid,1.574,0.5798333333333333,2.714573153204944,0.014652024638368217,0.12183988111803402
Tier 2,,Glutamyl-Proline,1.6516666666666666,0.6116666666666667,2.7002724795640325,0.03779957681874455,0.18752401188659076
Tier 1,,Pimelic acid/3-Methyladipic Acid,0.7506333333333334,0.29,2.5883908045977013,0.002104703584673978,0.06573926918990933
Tier 2,C00219,Arachidonic acid,0.8336666666666667,0.33749999999999997,2.4701234567901236,0.00029188863926215885,0.03531852535072122
Tier 2,,N-Jasmonoylisoleucine,0.7563333333333334,0.338,2.23767258382643,0.028426773902551664,0.16536729049080537
Tier 1,C00041,Alanine,1.3383333333333336,0.6083333333333333,2.2000000000000006,0.0034123221600326574,0.0790987326506399
Tier 2,C20904,2-Iminopropanoate,2.239333333333333,1.036266666666667,2.160962429233144,0.002130620873138886,0.06573926918990933
Tier 1,C05852,2-Hydroxyphenylacetic acid,1.2016666666666667,0.5588000000000001,2.150441422094965,0.001797983238517277,0.06573926918990933
Tier 1,,Methionine Sulfoxide,0.6686666666666667,0.3133333333333333,2.13404255319149,0.0021731989814846057,0.06573926918990933
Tier 2,C20914,Tabtoxin biosynthesis intermediate 4,1.0296666666666667,0.5126666666666666,2.008452535760729,0.004275715068384997,0.08920026263354906
Tier 2,C05636,3-Hydroxykynurenamine,2.503666666666667,1.2723333333333333,1.9677757401100344,0.04272540837592596,0.20037885323593185
Tier 2,C00072,Ascorbic acid,1.5583333333333333,0.8046666666666665,1.9366197183098595,0.027848308970611597,0.16357501871087396
Tier 1,C00188,Threonine,1.4749999999999999,0.7673333333333333,1.9222415291051258,0.035354298044819044,0.17974243963962622
Tier 2,,"meso-2,6-Diaminoheptanedioic acid",1.0446666666666664,0.5513333333333333,1.8948004836759367,0.01741600483284995,0.13508567851120795
Tier 2,C06231,Ectoine,0.5173333333333333,0.2816666666666667,1.8366863905325443,0.014902729260718211,0.12183988111803402
Tier 1,C00511,Acrylic Acid,1.1256666666666668,0.6143333333333333,1.8323385784047752,0.0035300260852351687,0.0790987326506399
Tier 2,,"2,3-Dihydroxy-3-methylbutanoic acid/(R)-2,3-Dihydroxy-3-methylbutanoic acid",1.187,0.6486666666666667,1.829907502569373,0.009705934000554603,0.10124293224716438
Tier 2,C16325,10-OPDA,0.9711333333333334,0.5397,1.7993947254647646,0.0028886255080610183,0.0790987326506399
Tier 2,,6-Amino-2-oxohexanoic acid,0.9816666666666668,0.5455666666666666,1.7993523553491786,0.03646370842858477,0.1838378633274482
Tier 2,C05711,gamma-Glutamyl-beta-cyanoalanine,1.595,0.9006666666666666,1.7709104367135455,0.02777830229322724,0.16357501871087396
Tier 2,,Isomer 1 of Prolyl-Glutamine,1.0439999999999998,0.6003333333333334,1.7390338700721817,0.045618133512506154,0.20410252919768404
Tier 1,C01047,L-Theanine,0.8943333333333333,0.5173333333333333,1.728737113402062,0.0334685237334077,0.1730637338351424
Tier 2,,"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinic acid",1.3287333333333333,0.7718666666666666,1.7214544826394889,0.0024458788830089427,0.07046460591525763
Tier 1,,Prolyl-Leucine,0.8850000000000001,0.52,1.701923076923077,0.04516929591000256,0.20410252919768404
Tier 2,C06186,Arbutin,0.7616666666666667,0.449,1.6963622865627321,0.031938128273680984,0.17075734810378657
Tier 1,C00160,Glycolic Acid,1.3773333333333333,0.8353999999999999,1.6487111962333414,0.008609741328020074,0.09846310201598056
Tier 1,C00099,Beta-Alanine,1.5863333333333334,0.9793333333333334,1.6198093941456773,0.015594734069025128,0.1233805646926566
Tier 2,,Isomer 1 of Dehydroisocoproporphyrinogen,1.5579999999999998,1.014,1.5364891518737671,0.022269956055114306,0.14628375474637753
Tier 1,C00065,Serine,1.184,0.7743333333333333,1.529057253551442,0.039091958045778724,0.19040629505395035
Tier 2,C03273,5-Oxopentanoic acid,0.911,1.4326666666666668,0.6358771521637971,0.045518196164073085,0.20410252919768404
Tier 1,HMDB0029071,Threoninyl-Threonine,0.5099999999999999,0.807,0.6319702602230481,0.03264860823732899,0.17096511900747732
Tier 2,C16196,"Isomer 1 of 1,2-Dihydroxynaphthalene-6-sulfonic acid",0.7526666666666667,1.1913333333333334,0.6317851147174035,0.007402177950265573,0.09449051971259086
Tier 1,C00956,Aminoadipic acid,0.27666666666666667,0.449,0.6161841128433556,0.032175764766663915,0.17075734810378657
Tier 2,C00647,Pyridoxamine phosphate,0.6029999999999999,1.0,0.6029999999999999,0.006317360033951108,0.09449051971259086
Tier 2,C00975,Dihydroxyfumaric acid,0.8598,1.4329999999999998,0.6000000000000001,0.001618043145221303,0.06573926918990933
Tier 2,C02647,4-Guanidinobutanal,0.7120000000000001,1.1956666666666667,0.5954836911067746,0.01318328486269811,0.11729246091076995
Tier 1,HMDB0028925,Leucyl-Aspartic acid,0.616,1.051,0.5861084681255947,0.03183360950098816,0.17075734810378657
Tier 2,C14100,4-Formylsalicylic acid,1.09,2.006666666666667,0.5431893687707641,0.0019853338826267,0.06573926918990933
Tier 1,,"N,N-dimethyl-L-Valine",0.4102333333333333,0.7618666666666667,0.5384581729086454,0.008769453153760778,0.09846310201598056
Tier 2,,2-Hydroxyethylenedicarboxylic acid,0.318,0.596,0.5335570469798658,0.005778253099185352,0.09313890992683846
Tier 2,,Isoleucyl-Hydroxyproline,0.7436666666666666,1.4366666666666665,0.5176334106728538,0.03062817553424673,0.16846327121453158
Tier 2,,gamma-L-Glutamyl-L-2-aminobutyric acid,0.49033333333333334,0.9979999999999999,0.4913159652638611,0.02400039037596126,0.148165675280169
Tier 2,C06735,Aminoacetaldehyde,1.2473333333333334,2.545666666666667,0.4899829776090087,0.04474653287797234,0.20410252919768404
Tier 2,C01877,4-Oxoproline,0.584,1.2063333333333333,0.48411163304780325,0.0033634085987180808,0.0790987326506399
Tier 2,,"2-Hydroxyhepta-2,4-dienedioic acid",0.4191,0.8686666666666666,0.48246354566385263,0.032780088933665075,0.17096511900747732
Tier 1,C01771,Crotonic Acid,0.8992666666666667,1.8989999999999998,0.47354748113041956,0.020233445930626773,0.14341208111991005
Tier 1,HMDB0028832,Glutamyl-Valine,0.41133333333333333,0.9043333333333333,0.4548470328050129,0.007652951183333805,0.09449051971259086
Tier 1,C08491,(-)-Jasmonic acid,0.248,0.5506666666666666,0.450363196125908,0.009378051198322612,0.09953896447342421
Tier 2,C03194,(R)-1-Aminopropan-2-ol,0.6733333333333333,1.4973333333333334,0.44968833481745324,0.007236005599823231,0.09449051971259086
Tier 2,C22140,L-beta-Ethynylserine,0.5493333333333333,1.2229999999999999,0.44916871082038706,0.0018256673106205143,0.06573926918990933
Tier 2,,20-COOH-leukotriene E4,0.35866666666666663,0.8213333333333334,0.4366883116883116,0.022862924084917448,0.14628375474637753
Tier 2,C02165,Leukotriene B4,0.4687333333333334,1.1083333333333334,0.42291729323308275,0.025881333189517238,0.15503174831344482
Tier 1,,D-Glyceric acid,0.3496666666666666,0.8449999999999999,0.41380670611439846,0.01452861026676149,0.12183988111803402
Tier 2,,N-Acetyl-L-Cystine,1.0273333333333332,2.5356666666666667,0.40515314841593264,0.02149838438618149,0.14628375474637753
Tier 2,C14837,"9,10-Dihydroxy-12,13-epoxyoctadecanoic acid",0.4918666666666667,1.2306666666666668,0.3996749729144095,0.017976074416985087,0.13594406277844973
Tier 2,C00254,Prephenic acid,0.5360999999999999,1.3443333333333334,0.3987850235556657,0.005547260469805327,0.09313890992683846
Tier 1,C00002,Adenosine,0.325,0.8216666666666667,0.3955375253549696,0.007514990410991569,0.09449051971259086
Tier 2,C06469,Neuraminic acid,0.3296666666666666,0.835,0.3948103792415169,0.003304908504842673,0.0790987326506399
Tier 2,,3-Methylhistamine,0.8566666666666668,2.207,0.3881588883854403,0.023191390342989945,0.14628375474637753
Tier 1,C06427,alpha-Linolenic acid,1.1480000000000001,3.014666666666667,0.38080495356037153,0.005935180339092683,0.09313890992683846
Tier 2,,cyclic 6-Hydroxymelatonin,0.6706666666666666,1.8566666666666667,0.36122082585278276,0.04918103716013718,0.20953892592875348
Tier 2,,1-O-4-Hydroxybenzoyl-beta-D-Glucose,0.414,1.147,0.36094158674803833,0.018532663201265304,0.13842297823167293
Tier 1,HMDB0000721,Glycyl-Proline,0.452,1.2763333333333333,0.3541394620005223,0.030229615616358663,0.16846327121453158
Tier 1,C01197,Caffeic Acid,0.3940333333333333,1.117,0.35276037003879435,0.04607291386401939,0.20410252919768404
Tier 2,C05519,L-Allothreonine,0.31643333333333334,0.9046666666666666,0.3497789240972734,0.031042201974656486,0.1691939837357403
Tier 2,,Isovanillic acid,0.49400000000000005,1.4260000000000002,0.34642356241234223,0.045451042462680745,0.20410252919768404
Tier 2,C00570,CDP-ethanolamine,0.13996666666666668,0.41353333333333336,0.3384652587457682,0.02573762234785587,0.15503174831344482
Tier 2,C02714,N-Acetylputrescine,0.5936666666666667,1.7696666666666665,0.33546807308344323,0.04218782393244896,0.1994033865557158
Tier 2,,N-Ribosylhistidine,0.35623333333333335,1.207,0.29513946423639875,0.023453759025452263,0.14628375474637753
Tier 1,,Butanoic Acid/Isobutyric Acid,0.876,2.9886666666666666,0.2931072942226188,0.0010161507405421991,0.06573926918990933
Tier 2,C01053,(R)-4-Dehydropantoic acid,0.18159999999999998,0.6371666666666667,0.28501177086058066,0.00014686618021157483,0.02228240396417169
Tier 1,C08317,12-Hydroxydodecanoic Acid,0.24656666666666668,0.8696666666666667,0.28351858949789194,0.0017915878455432006,0.06573926918990933
Tier 2,C05786,(3Z)-Phycocyanobilin,0.5153333333333333,1.954,0.2637325145001706,0.0007574533931508364,0.06546561469375087
Tier 2,C05635,5-Hydroxyindoleacetic acid,0.3396666666666666,1.3683333333333334,0.24823386114494514,0.008509527581518338,0.09846310201598056
Tier 2,C00624,N-Acetyl-L-glutamic acid,0.6063333333333334,2.474,0.24508218808946375,0.0059767630977997895,0.09313890992683846
Tier 2,C05951,Leukotriene D4,0.4394,1.9643333333333333,0.22368912268793487,0.008094777924306816,0.09794681288411247
Tier 1,C00147,Adenine,0.16866666666666666,0.7623333333333333,0.22125054656755574,0.01918472284932247,0.1415458210224402
Tier 2,C14828,"9,10-DHOME",0.23700000000000002,1.1436666666666666,0.2072282133488779,0.008951191092361869,0.09846310201598056
Tier 2,,(6-Hydroxy-Indol-3-Yl)Acetyl-L-Phenylalanine,0.12436666666666667,0.6002,0.207208708208375,0.00474370611633172,0.09110395980312096
Tier 2,C16326,9(S)-HOT,0.18616666666666667,0.9269999999999999,0.2008270406328659,0.012500963001378703,0.11288183008707635
Tier 2,C11940,Myrtenic acid,0.2981666666666667,1.4996666666666665,0.1988219604356524,0.00014732167910196158,0.02228240396417169
Tier 2,C07354,"Isomer 1 of (7S,8S)-DiHODE",0.217,1.104,0.19655797101449274,0.01943929394566156,0.1416960582786174
Tier 2,,"2,3-Dimethylmaleic acid",0.10840000000000001,0.5524666666666667,0.19621093278629181,0.03934014360618809,0.19040629505395035
Tier 1,C00122,Fumaric Acid,0.18733333333333332,1.0036666666666665,0.18664895383593494,0.014803660147501679,0.12183988111803402
Tier 2,C14765,13-OxoODE,0.11233333333333333,0.63,0.1783068783068783,0.04085113863616127,0.1947685692595091
Tier 2,C05714,alpha-Aminopropiononitrile,0.328,1.8743333333333334,0.1749955539747466,0.017974315088525063,0.13594406277844973
Tier 2,C14766,9-OxoODE,0.12000000000000001,0.7006666666666668,0.17126546146527116,0.014327187023284602,0.12183988111803402
Tier 1,,trans-2-Methyl-2-pentenoic Acid,0.12760000000000002,0.7958666666666666,0.16032836320991795,0.0073206442085581545,0.09449051971259086
Tier 1,,2-Methyl-4-pentenoic acid,0.18733333333333335,1.2376666666666667,0.15136008618367897,0.0017153224919248527,0.06573926918990933
Tier 2,,(+)-Gallocatechin/(-)-Epigallocatechin,0.07266666666666667,0.5813333333333334,0.125,0.003007327669388338,0.0790987326506399
Tier 2,C04577,15-OxoETE,0.08700000000000001,0.9329999999999999,0.09324758842443731,0.029110783679125653,0.16773356310353352
Tier 2,C07289,Crepenynic acid,0.09000000000000001,1.004,0.08964143426294821,0.021573934785548206,0.14628375474637753
Tier 2,,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",0.0709,0.7949999999999999,0.08918238993710693,0.006478976828714805,0.09449051971259086
Tier 2,C05840,Iminoaspartic acid,0.08716666666666667,1.1199999999999999,0.07782738095238097,0.004818721840826232,0.09110395980312096
Tier 1,C00035,Guanosine,0.062,1.029,0.060252672497570464,0.0053194307304124805,0.09313890992683846
