Identification Level,External Identifier,Compound,sMEnD2_mean,sMED2_mean,Fold_Change,P_Value,FDR_P_Value
Tier 1,HMDB0028695,Alanyl-Proline,1.156666666666667,0.27466666666666667,4.21116504854369,0.04476410082771678,0.19269614505499014
Tier 2,C05951,Leukotriene D4,1.2723333333333333,0.313,4.0649627263045796,0.003495284492120311,0.0708634410298621
Tier 1,C00431,5-Aminopentanoic acid,2.242,0.5633333333333334,3.9798816568047335,0.032418744454172484,0.17830309449794865
Tier 1,C00035,Guanosine,2.1936666666666667,0.5623333333333332,3.90100770598696,0.000305919880251339,0.04269469660564846
Tier 2,C14836,"9,10-12,13-Diepoxyoctadecanoic acid",1.8633333333333333,0.47766666666666663,3.900907187718074,0.00048222198942499134,0.04269469660564846
Tier 1,HMDB0028925,Leucyl-Aspartic acid,1.4343333333333332,0.377,3.804597701149425,0.014448521617487836,0.12140771636916863
Tier 1,C00082,Tyrosine,0.5023333333333333,0.13366666666666668,3.758104738154613,0.0028815316602986076,0.06703326429549522
Tier 2,C14766,9-OxoODE,1.14,0.30866666666666664,3.6933045356371488,0.003932880105284275,0.07210280193021171
Tier 1,HMDB0028797,Glutaminyl-glycine,1.514,0.41133333333333333,3.680713128038898,0.04490934950868365,0.19269614505499014
Tier 2,,Myricetin 3-O-beta-D-Glucoside,1.6900000000000002,0.4592,3.680313588850175,0.015266290784986711,0.12481224222860757
Tier 2,C00051,Glutathione,1.102,0.309,3.566343042071198,0.0062565898569290805,0.08690384487274438
Tier 1,,D-Glyceric acid,2.2769999999999997,0.6506666666666666,3.4994877049180326,0.007608244833192468,0.0926111080736585
Tier 2,,2-Pyrazoline,2.6396666666666664,0.7835666666666667,3.3687837665376263,0.000493988225189321,0.04269469660564846
Tier 2,,4-Hydroxy-5-Methyl-2-Methylene-3(2H)-Furanone,1.2733333333333332,0.3800333333333333,3.350583282168231,0.04222460086011522,0.19157006764194118
Tier 2,C03771,2-Oxoarginine,1.5063333333333333,0.45046666666666674,3.3439396181737453,0.027665599912760606,0.1579027164832091
Tier 2,,Isomer 1 of Hydroxyprolyl-Valine,1.1693333333333333,0.35133333333333333,3.3282732447817835,0.00612975640781644,0.08690384487274438
Tier 2,C00168,Hydroxypyruvic acid,1.757,0.5283333333333333,3.325552050473186,0.021723836104135644,0.1402359595663674
Tier 1,C00157,Ethanolamine,1.5006666666666668,0.4523333333333334,3.3176123802505524,0.01051419484828972,0.1000476446185372
Tier 2,C00493,Shikimic acid,1.7683333333333333,0.536,3.299129353233831,0.005856331104903437,0.08690384487274438
Tier 2,C15699,gamma-L-Glutamylputrescine,0.5386666666666666,0.16766666666666666,3.2127236580516896,0.01189826865907602,0.10906746270819685
Tier 1,HMDB0028966,Methionyl-Alanine,1.071,0.3383333333333334,3.16551724137931,0.0038683176258937266,0.07210280193021171
Tier 1,C00062,Arginine,1.1646666666666667,0.36966666666666664,3.1505861136158706,0.03952339273646558,0.1912932208444934
Tier 1,C00018,Pyridoxal,2.296333333333333,0.7323333333333334,3.135639508420573,0.0015070698928823312,0.06186493898690722
Tier 2,,Dehydroisocoproporphyrinogen,0.7656666666666666,0.24466666666666667,3.129427792915531,0.03916863649098991,0.1912932208444934
Tier 2,C04076,L-Allysine,1.3846666666666667,0.457,3.0299051787016777,0.006494577549938434,0.08731598706028339
Tier 1,HMDB0028818,Glutamyl-Glutamic acid,1.9843333333333335,0.656,3.02489837398374,0.023652224467870835,0.14752160621713253
Tier 2,,2-Hydroxyethylenedicarboxylic acid,3.4659999999999997,1.1466666666666667,3.022674418604651,0.02394021717740334,0.14779419788090836
Tier 2,,(+)-Gallocatechin/(-)-Epigallocatechin,1.081,0.35800000000000004,3.019553072625698,0.021646539201549523,0.1402359595663674
Tier 2,C02647,4-Guanidinobutanal,1.9916666666666665,0.6703333333333333,2.971158627548483,0.0032364438020424727,0.0699303035798463
Tier 1,HMDB0000721,Glycyl-Proline,1.9783333333333335,0.6683333333333333,2.9600997506234417,0.0023651797216545103,0.06703326429549522
Tier 2,,2-Amino-2-deoxy-D-gluconic acid,1.816,0.6556666666666667,2.7697000508388405,0.010202446598697205,0.1000476446185372
Tier 2,C22138,L-Propargylglycine,2.502666666666667,0.9166666666666666,2.7301818181818183,0.024505988277662535,0.14909206212879828
Tier 1,C00152,Asparagine,1.204,0.466,2.5836909871244633,0.01691382275899683,0.1290439998167549
Tier 2,,N-Acetyl-Porphobilinogen,0.793,0.32023333333333337,2.476319350473613,0.03838922742305121,0.19037280812250806
Tier 2,C16320,Colnelenic acid,0.948,0.393,2.412213740458015,0.0015338414624853029,0.06186493898690722
Tier 2,C04020,D-Lysopine,0.6656666666666666,0.276,2.4118357487922704,0.0029727341736033265,0.06703326429549522
Tier 2,,3-Oxopropanoic acid,0.9550000000000001,0.4049333333333333,2.3584129074744817,0.012186802367828995,0.11004500645576928
Tier 1,C00147,Adenine,2.2216666666666662,0.9486666666666667,2.3418833450456775,0.0004364724897252342,0.04269469660564846
Tier 2,,"9,10-Dihydroxystearic acid",1.067,0.4566666666666666,2.3364963503649636,0.036573367022518434,0.19037280812250806
Tier 2,C05786,(3Z)-Phycocyanobilin,1.6300000000000001,0.7106666666666667,2.293621013133208,0.04324743070707859,0.19157006764194118
Tier 1,,"2,3-Dihydroxybenzoic acid",1.1300000000000001,0.49396666666666667,2.287603751940077,0.021788727602047166,0.1402359595663674
Tier 2,,gamma-Glutamylalanine,1.1526666666666665,0.5273333333333333,2.1858407079646014,0.007947072941187483,0.09425279241909826
Tier 2,,"4,8-Dihydroxyquinoline",0.9630000000000001,0.44483333333333336,2.1648557512176847,0.03835428481037565,0.19037280812250806
Tier 1,C00078,Tryptophan,0.6176666666666667,0.29,2.1298850574712644,0.020679618259208155,0.1402359595663674
Tier 2,,6-Amino-2-oxohexanoic acid,1.3283333333333334,0.6392666666666668,2.0779017624361247,0.025814118224704884,0.1501686685187159
Tier 1,C00049,Aspartic acid,1.2756666666666667,0.614,2.0776330076004346,0.008491988536774528,0.09425279241909826
Tier 2,,gamma-Carboxyglutamic acid,1.239,0.5983333333333333,2.070752089136491,0.020549023546791542,0.1402359595663674
Tier 2,C16414,2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene,2.0719999999999996,1.0010000000000001,2.069930069930069,0.04075722469520311,0.19157006764194118
Tier 2,C05714,alpha-Aminopropiononitrile,2.6396666666666664,1.28,2.062239583333333,0.004986045873329218,0.07988527674170989
Tier 1,C02518,4-Aminosalicylic acid,0.7016666666666668,0.35213333333333335,1.9926164331692542,0.0436240227207253,0.19157006764194118
Tier 1,C00847,4-Pyridoxic Acid,2.1766666666666663,1.0963333333333332,1.9854058984493768,0.01887174556465803,0.13276053565835008
Tier 2,C06052,5-Pyridoxolactone,0.4586666666666666,0.24250000000000002,1.8914089347079033,0.040847070840617554,0.19157006764194118
Tier 2,,L-Tyrosine O-sulfate,1.8936666666666666,1.0656,1.7770895895895893,0.015851733984317388,0.12618814553305288
Tier 2,,"5,6-DHET",1.1066666666666667,0.6516666666666667,1.6982097186700766,0.012428417093251251,0.1105763579620148
Tier 2,,cis-4-Octenedioic acid,1.8526666666666667,1.091,1.6981362664222426,0.022810177863775108,0.1452648169219362
Tier 1,,"3,3-Dimethylglutaric acid",2.1966666666666668,1.3112333333333333,1.6752675598037472,0.006293020343293808,0.08690384487274438
Tier 2,C16322,9-Oxononanoic acid,1.277,0.8077666666666667,1.580902075681921,0.04142929634923869,0.19157006764194118
Tier 2,,"2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid",0.7606666666666667,1.1513333333333333,0.6606832657788072,0.014244560541897983,0.12140771636916863
Tier 2,C21818,Carnosic acid,0.9316666666666666,1.437,0.6483414520992808,0.02555948622655259,0.1501686685187159
Tier 2,,Parapyruvic acid,0.871,1.3479999999999999,0.6461424332344214,0.03666730626455334,0.19037280812250806
Tier 2,C00254,Prephenic acid,0.9583333333333331,1.5093333333333332,0.6349381625441696,0.0436207703984841,0.19157006764194118
Tier 2,,Glycidic acid,0.6333333333333333,1.0073333333333334,0.6287227001985439,0.010660878136814766,0.1000476446185372
Tier 2,C03290,L-Threo-3-Phenylserine,0.4281,0.6956666666666668,0.6153809295639673,0.007653810584599876,0.0926111080736585
Tier 2,,1-Deoxy-11beta-hydroxypentalenic acid,0.8899999999999998,1.4706666666666666,0.6051677243880326,0.04388335096261719,0.19157006764194118
Tier 1,C00249,Decanoic acid,0.854,1.4560000000000002,0.5865384615384615,0.030105255557346458,0.1686451815943945
Tier 2,C00072,Ascorbic acid,0.9516666666666667,1.6586666666666667,0.5737540192926045,0.03685806432602747,0.19037280812250806
Tier 2,,Margaroylglycine,0.2996666666666667,0.5406666666666667,0.5542540073982737,0.04221678134971146,0.19157006764194118
Tier 2,C03273,5-Oxopentanoic acid,0.96,1.867,0.5141938939475094,0.0063202796271086825,0.08690384487274438
Tier 2,,N-Acetyl-L-Dopachrome,0.5348,1.0441666666666665,0.5121787709497209,0.009035804893070577,0.09425279241909826
Tier 2,C16344,Heptadecatrienoic acid,0.9636666666666667,1.898,0.5077274323849666,0.0028290681061125737,0.06703326429549522
Tier 1,C00755,Vanillin,1.0796666666666666,2.1293333333333333,0.5070444583594239,0.0009971112039261526,0.06032522783753223
Tier 2,,"N,N-Dihydroxy-L-isoleucine",0.648,1.3696666666666666,0.4731078121197372,0.01791685286711969,0.1290439998167549
Tier 2,C03590,4-Hydroxyphenylglyoxylic acid,0.3391,0.723,0.46901798063623795,0.017689519426223908,0.1290439998167549
Tier 2,,L-glycyl-L-hydroxyproline,0.6753666666666667,1.4626666666666666,0.4617365542388332,0.04982463684239493,0.2063246987666791
Tier 1,C01197,Caffeic Acid,0.7453333333333333,1.6283333333333332,0.45772773797338795,0.004372320127012431,0.07705437968921618
Tier 1,C00148,Proline,0.6453333333333333,1.414,0.4563884959924564,0.024983693904849735,0.14965480012310978
Tier 2,C16432,5-Hydroxyectoine,0.8432333333333334,2.3176666666666668,0.36382856321012513,0.005510503080333939,0.08548344522056496
Tier 2,,"3-(3,4-Dihydroxyphenyl)lactic acid",0.6260333333333333,1.7379999999999998,0.3602032988108938,0.0026903578782435707,0.06703326429549522
Tier 2,,Pentalenic acid,0.6233333333333334,1.8303333333333336,0.34055727554179566,0.005017587630057812,0.07988527674170989
Tier 2,,2-Oxo-4-hydroxy-5-aminovaleric acid,0.28099999999999997,0.8836666666666666,0.3179932101093927,0.021255294453157356,0.1402359595663674
Tier 2,,2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioic acid,0.5207,1.6666666666666667,0.31242000000000003,0.0022499707482909396,0.06703326429549522
Tier 1,C02504,2-Isopropylmalic acid,0.6993333333333333,2.244666666666667,0.3115533115533115,0.017781932721992813,0.1290439998167549
Tier 1,,2-Ethylhexanoic acid,0.6669999999999999,2.247666666666667,0.29675218745365556,0.0019011000605967522,0.06703326429549522
Tier 2,C20904,2-Iminopropanoate,0.23243333333333335,0.7857,0.2958296211446269,0.018475941554357157,0.13150523106336565
Tier 1,,4-Ethyloctanoic acid,0.7386666666666666,2.5529999999999995,0.28933281107194153,0.017481982209764633,0.1290439998167549
Tier 1,,4-Chloroindole-3-acetic acid,0.08126666666666667,0.28153333333333336,0.2886573525929434,0.037482193771556344,0.19037280812250806
Tier 2,,2-Hydroxy-3-oxopropanoic acid,0.5256666666666666,1.9029999999999998,0.27623051322473285,0.008328416813797486,0.09425279241909826
Tier 2,,"2,5-Dioxopentanoic acid",0.32253333333333334,1.3286666666666667,0.24274962368289013,0.010335254396588332,0.1000476446185372
Tier 2,,N-Acetyl-L-Cystine,0.9710000000000001,4.148666666666666,0.23405110075526278,0.008940405674623604,0.09425279241909826
Tier 1,C01771,Crotonic Acid,0.5473333333333333,2.4256666666666664,0.22564243506939677,1.1567254369762856e-05,0.006998188893706528
Tier 1,,Butanoic Acid/Isobutyric Acid,0.7533333333333333,3.5643333333333334,0.21135322173384455,0.003513889637844402,0.0708634410298621
Tier 2,C05711,gamma-Glutamyl-beta-cyanoalanine,0.13933333333333334,0.71,0.19624413145539907,0.0339147669773288,0.18320030376146362
Tier 2,,L-erythro-4-Hydroxyglutamic acid,0.16069999999999998,1.3223333333333334,0.12152760272246028,0.009931185627210891,0.1000476446185372
Tier 2,C16319,Etherolenic acid,0.06766666666666667,1.2476666666666667,0.054234571199572534,0.004457691386979448,0.07705437968921618
