Identification Level,External Identifier,Compound,sFED4_mean,sMED4_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C02728,N(6)-Methyllysine,0.30033333333333334,0.118,2.5451977401129944,0.011657600358102569,0.12607943516056735
Tier 2,C21818,Carnosic acid,1.1199999999999999,0.44816666666666666,2.4990702863518033,1.3851557914000699e-05,0.004149637470527897
Tier 2,C02367,3-Oxododecanoic acid,1.1163333333333334,0.4582333333333333,2.436167891176257,0.00020053891237167696,0.01591549731822491
Tier 2,C01888,Aminoacetone,1.2626666666666668,0.52,2.4282051282051285,0.013354163142208988,0.12812585983729277
Tier 2,C00570,CDP-ethanolamine,0.9666666666666665,0.41353333333333336,2.337578591004352,0.022238192344548716,0.1516714212249299
Tier 2,,Isomer 1 of Prolyl-Leucine,0.79,0.3383333333333334,2.334975369458128,0.012564617249678535,0.12607943516056735
Tier 2,C02220,2-Aminomuconic acid,2.377333333333333,1.0509333333333333,2.262116214158843,0.010023483364172237,0.1152046865845106
Tier 2,,"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid",0.9296666666666665,0.4126,2.253191145580869,0.023066902666479174,0.15360574765430116
Tier 2,,Methionyl-Lysine,2.021333333333333,0.8993333333333334,2.24759080800593,0.003291245216114237,0.06681993194576114
Tier 2,,N-Acetyl-N-(L-Arginino)succinic acid,1.7786666666666668,0.7929666666666666,2.2430535121274544,0.02700260055279243,0.1660089456520267
Tier 1,HMDB0028878,Histidinyl-Alanine,1.610666666666667,0.7216666666666667,2.231870669745959,0.04833933400193069,0.21299563082593514
Tier 1,C00328,Kynurenine,0.3506666666666667,0.15713333333333335,2.2316504030547306,0.0004242917258917049,0.01852033383517292
Tier 2,,Cytidine 3'-monophosphate,2.0176666666666665,0.9056666666666665,2.2278248067721753,0.0006903689714520935,0.0251121713365699
Tier 2,,4-Hydroxy-2-oxoglutaric acid/(4R)-4-Hydroxy-2-oxoglutaric acid,0.8466666666666667,0.3812333333333333,2.2208621141907843,0.0005395808492915193,0.02243114673483316
Tier 2,C19618,"Isomer 1 of Octadec-9-ene-1,18-dioic-acid",1.8866666666666667,0.8513333333333334,2.216131558339859,0.018532414939401342,0.147416183891913
Tier 2,C00051,Glutathione,0.84,0.38066666666666665,2.2066549912434326,0.002610087886975644,0.05996333487709835
Tier 2,C02700,N-formylkynurenine,0.5326666666666666,0.242,2.2011019283746553,0.011992004149900936,0.12607943516056735
Tier 2,,N2'-Acetyl-3'-Hydroxykynurenamine,1.3436666666666666,0.6133333333333333,2.190760869565217,0.048552268653334583,0.21299563082593514
Tier 2,C10254,Dihydropinosylvin,0.5443333333333333,0.25320000000000004,2.1498156924697205,0.03458880042925743,0.17973823080203413
Tier 1,,alpha-Methyl-cinnamic acid,1.587,0.7520333333333333,2.110278799698595,0.01775556132497381,0.146232122987756
Tier 2,,2-Oxo-4-hydroxy-5-aminovaleric acid,1.3443333333333334,0.6389333333333332,2.10402754590985,0.029410247575932264,0.16873496995571163
Tier 1,C00062,Arginine,1.1356666666666666,0.5459999999999999,2.07997557997558,0.0073911538252547475,0.10936402185504059
Tier 2,,N-Acetyl-Dopamine,1.93,0.9306666666666666,2.07378223495702,0.00031883439322826217,0.01615916846174959
Tier 2,C00072,Isomer 1 of Ascorbic acid,0.412,0.19899999999999998,2.07035175879397,6.789533708524664e-05,0.008863244066674585
Tier 1,,4-Ethyloctanoic acid,2.2223333333333337,1.0865,2.045405737076239,0.03749662670697494,0.18599179042721092
Tier 2,C20913,Tabtoxin biosynthesis intermediate 3,0.63,0.31466666666666665,2.0021186440677967,0.003951688335903168,0.0715563131743736
Tier 2,,"11,12-EET",1.01,0.5058333333333332,1.99670510708402,0.020721335234537137,0.15158028647331442
Tier 2,C03684,6-Pyruvoyltetrahydropterin,1.6303333333333334,0.8251,1.9759221104512588,0.04075114523552442,0.19440300432028862
Tier 2,C11875,ent-7alpha-Hydroxykaur-16-en-19-oic acid,0.801,0.4067,1.969510695844603,1.4259922579133669e-05,0.004149637470527897
Tier 1,C00078,Tryptophan,0.69,0.35266666666666663,1.9565217391304348,0.00877109883536581,0.1152046865845106
Tier 2,C00606,3-Sulfino-L-alanine,0.9776666666666666,0.5020000000000001,1.9475431606905704,0.004420232070188971,0.07717725194549943
Tier 2,,Leucyl-Glutamic acid,0.9013333333333332,0.4633333333333334,1.9453237410071937,0.03492007132584839,0.18038593057671976
Tier 2,C01279,4-Amino-5-hydroxymethyl-2-methylpyrimidine,2.3006666666666664,1.1903333333333332,1.9327919350322038,0.016321289226903762,0.13952607399248765
Tier 2,C00940,2-Oxoglutaramic acid,0.454,0.2351,1.9310931518502765,0.031336145819274554,0.1709778456264168
Tier 2,C08731,Xenognosin A,0.646,0.33526666666666666,1.9268244183734342,0.011447656299111812,0.12607943516056735
Tier 2,,gamma-Glutamylalanine,1.4376666666666666,0.7516666666666666,1.912638580931264,0.019902221422091568,0.15158028647331442
Tier 2,C03884,L-Targinine,0.7046666666666667,0.37833333333333335,1.862555066079295,0.003996218108069274,0.0715563131743736
Tier 1,C00408,Pipecolic acid,1.186,0.6446666666666667,1.83971044467425,0.00938113440020703,0.1152046865845106
Tier 2,C00506,L-Cysteic acid,1.0986666666666667,0.6,1.8311111111111111,0.04252532311192995,0.19955639879276282
Tier 2,,"2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid",1.023,0.5674666666666667,1.8027490601503757,0.02291473341808416,0.15360574765430116
Tier 2,,"9,10-Epoxy-18-hydroxystearic acid",0.51,0.28306666666666663,1.8016957136128122,0.018539481232699533,0.147416183891913
Tier 2,C01053,(R)-4-Dehydropantoic acid,1.1293333333333333,0.6371666666666667,1.7724300287732146,0.007736509445197634,0.11256621242762556
Tier 1,HMDB0028966,Methionyl-Alanine,1.0893333333333333,0.6156666666666667,1.7693557119653491,0.035681107441482326,0.18204902203084197
Tier 2,C19678,Germacrene A acid,1.3706666666666667,0.7810333333333334,1.7549400367035124,0.008924052652578483,0.1152046865845106
Tier 1,C03800,S-Methyl-L-Cysteine,0.9393333333333334,0.543,1.7298956414978515,0.018680653079934502,0.147416183891913
Tier 2,,Isomer 2 of Prolyl-Histidine,2.23,1.3126666666666666,1.6988318943626206,0.029357998208969033,0.16873496995571163
Tier 2,,Isomer 1 of Prolyl-Histidine,2.243,1.3236666666666668,1.6945353815159907,0.00984471461159348,0.1152046865845106
Tier 2,,Isomer 1 of Prolyl-Threonine,0.9690000000000002,0.5736666666666667,1.6891342242882048,0.022051198604938066,0.15158028647331442
Tier 2,C03943,"(2R,4S)-2,4-Diaminopentanoic acid",0.8673333333333334,0.5156666666666667,1.6819650937297996,0.04893741212275627,0.21361180391583112
Tier 2,,L-erythro-4-Hydroxyglutamic acid,0.8029999999999999,0.47800000000000004,1.6799163179916314,0.038873544832551496,0.18853669243787477
Tier 1,C00147,Adenine,1.28,0.7623333333333333,1.6790555312636644,0.0014501796612222259,0.04155751199846051
Tier 2,,Hydroxyprolyl-Hydroxyproline,1.1246666666666667,0.6789999999999999,1.6563573883161513,0.00957056375655023,0.1152046865845106
Tier 1,C00262,Hypoxanthine,1.194,0.7216666666666667,1.6545034642032332,0.014589915658317,0.13130924092485302
Tier 2,C01226,12-OPDA,1.1303333333333334,0.6838333333333333,1.6529368754569829,0.00017701473015113795,0.015453385942194345
Tier 2,C02647,4-Guanidinobutanal,1.969,1.1956666666666667,1.64678003902983,0.006411766800131661,0.09995486458062393
Tier 1,C00642,4-Hydroxyphenylacetic acid,1.2963333333333333,0.7873999999999999,1.6463466260265855,0.0018239552770635214,0.04683273402577806
Tier 1,HMDB0029057,Threoninyl-Aspartic acid,1.5190000000000001,0.9249999999999999,1.6421621621621625,0.02181769085021974,0.15158028647331442
Tier 2,C02165,Leukotriene B4,1.8133333333333332,1.1083333333333334,1.6360902255639096,0.012375768000612566,0.12607943516056735
Tier 1,C00025,Glutamic acid,1.3053333333333332,0.7986666666666666,1.6343906510851418,0.013355616546613564,0.12812585983729277
Tier 1,,Prolyl-Leucine,0.8486666666666668,0.52,1.6320512820512822,0.020151531797314954,0.15158028647331442
Tier 2,,Neohesperidin dihydrochalcone,0.8906666666666666,0.5463333333333332,1.63026235509457,0.012441527891399823,0.12607943516056735
Tier 1,HMDB0029071,Threoninyl-Threonine,1.2999999999999998,0.807,1.6109045848822798,0.03601372395582974,0.18204902203084197
Tier 2,C17756,2-Descarboxy-cyclo-dopa,0.963,0.598,1.6103678929765886,0.023225611329172682,0.15360574765430116
Tier 2,C20911,Tabtoxin biosynthesis intermediate 2,1.2913333333333334,0.8076666666666666,1.5988444077589767,0.004548101978672841,0.07771618368528815
Tier 2,,(3S)-6-Hydroxy-3-isopropenyl-heptanoic acid,0.9203333333333333,0.5795,1.5881507046304284,0.03432523311099475,0.17973823080203413
Tier 2,,Isomer 1 of Hydroxyprolyl-Valine,1.2516666666666667,0.7919999999999999,1.5803872053872057,0.027735059604790627,0.16699361053885103
Tier 2,C14828,"9,10-DHOME",1.8053333333333335,1.1436666666666666,1.578548528125911,0.02579190897313927,0.16185879093213462
Tier 2,,"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinic acid",1.2140000000000002,0.7718666666666666,1.5728105026774921,0.0034273892958111255,0.06800251943734346
Tier 2,,4-Hydroxy-4-methylglutamic acid,0.8073333333333333,0.5133333333333333,1.5727272727272728,0.027574866810021872,0.16699361053885103
Tier 2,,2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioic acid,1.5443333333333333,0.9886333333333335,1.5620890792002426,0.013002950757404966,0.12812585983729277
Tier 2,C00431,Isomer 1 of 5-Aminopentanoic acid,2.086666666666667,1.3436666666666666,1.552964524931779,0.002878553097768552,0.06282442135879866
Tier 2,C05938,L-4-Hydroxyglutamate semialdehyde,1.1453333333333333,0.738,1.5519421860885276,0.010477638162144715,0.11726895019938893
Tier 2,,L-glycyl-L-hydroxyproline,0.8879999999999999,0.5733333333333334,1.5488372093023253,0.010029273975283854,0.1152046865845106
Tier 1,HMDB0028752,Aspartyl-Glutamic acid,1.2383333333333333,0.8033333333333333,1.5414937759336098,0.0032371918111838063,0.06681993194576114
Tier 2,C05526,S-Glutathionyl-L-cysteine,0.7926666666666667,0.5179999999999999,1.5302445302445307,0.012451093937414968,0.12607943516056735
Tier 2,C17235,L-Homophenylalanine,1.4926666666666666,0.9776666666666666,1.526764405046028,0.02792791195724198,0.16699361053885103
Tier 1,C03758,Phenethylamine,0.36433333333333334,0.23996666666666666,1.5182664258924852,0.04264375594052939,0.19955639879276282
Tier 2,C04577,15-OxoETE,1.4156666666666666,0.9329999999999999,1.5173276170060737,0.044407384683427004,0.2051198244901152
Tier 2,,1-O-4-Hydroxybenzoyl-beta-D-Glucose,1.7326666666666666,1.147,1.5106073815751233,0.029765389889094607,0.16873496995571163
Tier 2,,N-Acetyl-6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin,0.6053333333333333,0.4023333333333334,1.5045567522783758,0.028652886559029433,0.16811184238851898
Tier 1,,"3,4-Dihydroxymandelic acid",1.3399999999999999,2.015,0.6650124069478907,0.0001540363086687278,0.015453385942194345
Tier 2,C20904,2-Iminopropanoate,0.6856,1.036266666666667,0.6616057642820379,0.02352748687748424,0.15443230108303563
Tier 2,,Spermine dialdehyde,1.1446666666666667,1.7449999999999999,0.6559694364851959,0.02059180742571782,0.15158028647331442
Tier 1,C00148,Proline,0.6936666666666667,1.0806666666666667,0.6418877236273904,0.013966597444989855,0.12904261040435233
Tier 2,C03194,(R)-1-Aminopropan-2-ol,0.9443333333333334,1.4973333333333334,0.6306767586821015,0.04652285033173124,0.20935282649279058
Tier 2,,Isomer 1 of Prolyl-Lysine,0.32666666666666666,0.5183333333333334,0.630225080385852,0.02830488375498674,0.16809635046328858
Tier 2,C14516,Kojic acid,1.641,2.716333333333333,0.6041232053012641,0.04846343959501755,0.21299563082593514
Tier 2,C21248,2-Aminovalienone,0.7276666666666666,1.2053333333333334,0.6037057522123893,0.00029130741735723003,0.01615916846174959
Tier 2,C16196,"1,2-Dihydroxynaphthalene-6-sulfonic acid",1.051,1.7476666666666667,0.6013732595842075,0.0461113186058436,0.20935282649279058
Tier 2,,N-Acetyl-L-2-Amino-3-oxobutanoic acid,0.47330000000000005,0.7886666666666667,0.6001267962806425,0.0006097707287359454,0.02380132405695958
Tier 2,C06735,Aminoacetaldehyde,1.5103333333333335,2.545666666666667,0.5932957967788398,0.02152334115315264,0.15158028647331442
Tier 2,C20310,N-Hydroxy-L-isoleucine,0.5413333333333333,0.9816666666666668,0.5514431239388794,0.009941163128082303,0.1152046865845106
Tier 2,,3-Amino-2-piperidone,0.86,1.5603333333333333,0.5511642811365093,0.0023862439497193627,0.05786641578069455
Tier 2,C01234,1-Aminocyclopropane-1-carboxylic acid,0.32466666666666666,0.5936666666666667,0.5468837731611454,0.03871779392592912,0.18853669243787477
Tier 2,C00990,5-Aminopentanamide,0.6829999999999999,1.2563333333333333,0.5436455293181215,0.01888938451986304,0.147416183891913
Tier 2,,Isovanillic acid,0.769,1.4260000000000002,0.5392706872370266,0.025956736231957444,0.16185879093213462
Tier 2,C05651,5-Hydroxykynurenine,0.7242000000000001,1.352,0.5356508875739645,0.008516917462541835,0.1152046865845106
Tier 2,C05635,5-Hydroxyindoleacetic acid,0.7213333333333333,1.3683333333333334,0.5271619975639463,0.0006270681023024861,0.02380132405695958
Tier 2,,"2',4',6'-Trihydroxyacetophenone",0.7709999999999999,1.4833333333333334,0.5197752808988764,0.02873216553690969,0.16811184238851898
Tier 2,C06442,N(gamma)-Acetyldiaminobutyric acid,0.2916666666666667,0.58,0.5028735632183908,0.004698071795944516,0.07771618368528815
Tier 2,C02714,N-Acetylputrescine,0.8793333333333333,1.7696666666666665,0.496892070069693,0.015567405806123771,0.13590345268746054
Tier 2,C00971,4-Pyridoxolactone,1.784,3.667333333333333,0.4864570078167606,0.0316801189043,0.17178101741275714
Tier 2,C05714,alpha-Aminopropiononitrile,0.9103333333333333,1.8743333333333334,0.4856837986839765,0.003581305234543268,0.0694773215501394
Tier 1,HMDB0029136,Valyl-Serine,0.4526666666666667,0.9493333333333333,0.4768258426966293,0.03800321397026752,0.18638654941597496
Tier 1,C00152,Asparagine,0.332,0.7000000000000001,0.47428571428571425,0.027739252557546168,0.16699361053885103
Tier 2,,Isomer 1 of prolyl-proline,0.5633333333333334,1.219,0.46212742685261143,0.009696859453603395,0.1152046865845106
Tier 1,C16673,Isoglutamine,0.355,0.7949999999999999,0.44654088050314467,0.013942608701670365,0.12904261040435233
Tier 2,,3-Oxopropanoic acid,0.3833666666666667,0.8716666666666667,0.43980879541108986,0.007138153201100171,0.10823250313286192
Tier 2,C20253,Isomer 1 of Aminoacrylic acid,0.6823333333333333,1.555,0.43879957127545555,0.013508501268836529,0.1281839305184162
Tier 2,,Valyl-Hydroxyproline,0.22233333333333336,0.5163333333333333,0.43060038734667533,0.02888519628668711,0.16811184238851898
Tier 1,C00628,"2,5-Dihydroxybenzoic acid",0.4653333333333333,1.0826666666666667,0.42980295566502463,0.03777099722977125,0.18629424057395652
Tier 2,,3-Methylhistamine,0.9413333333333332,2.207,0.42652167346322306,0.001553024748221245,0.04155751199846051
Tier 2,,3-Butynoic acid,0.5249,1.2333,0.4256060974620936,0.045344122198528236,0.20834430883850077
Tier 2,,N6-Acetyl-(beta-Alanyl)-L-lysine,0.47163333333333335,1.1366666666666667,0.4149266862170088,0.010231180928598602,0.11599767468398155
Tier 2,,cyclic 6-Hydroxymelatonin,0.7426666666666666,1.8566666666666667,0.39999999999999997,0.01212827421299064,0.12607943516056735
Tier 2,C02512,3-Cyano-L-alanine,0.4323333333333334,1.1646666666666667,0.37120778477389815,0.026816765780619294,0.1660089456520267
Tier 2,C22138,L-Propargylglycine,0.9693333333333335,2.6376666666666666,0.3674965247061798,0.00017433800834797664,0.015453385942194345
Tier 2,,2-(Acetamidomethylene)succinic acid,0.2169,0.7293333333333333,0.29739488117001833,0.01404243755832013,0.12904261040435233
Tier 1,,N-Acetyl-Glycine,0.31246666666666667,1.1273333333333333,0.2771732702542874,1.8753470370258893e-08,1.6371779633236015e-05
Tier 1,C00064,Glutamine,0.266,1.0236666666666665,0.25985021165744066,0.00922582804318735,0.1152046865845106
Tier 2,,Prolyl-Gamma-glutamic acid,0.5256666666666666,2.4286666666666665,0.21644249245127642,0.036799499567974875,0.1846319719703567
Tier 2,,N-Acetyl-L-Cystine,0.5125000000000001,2.5356666666666667,0.20211647167082952,0.0015709025154057236,0.04155751199846051
Tier 2,C00555,Isomer 1 of 4-Aminobutyraldehyde,0.24966666666666668,1.2933333333333332,0.1930412371134021,0.009779161611334472,0.1152046865845106
Tier 2,C00436,N-Carbamoylputrescine,0.21866666666666668,1.2413333333333334,0.1761546723952739,0.0015188689444257792,0.04155751199846051
Tier 2,,4-Hydroxy-5-Methyl-2-Methylene-3(2H)-Furanone,0.08063333333333333,1.1420000000000001,0.07060712200817279,0.0002951797251757495,0.01615916846174959
