Identification Level,External Identifier,Compound,sFEnD3_mean,sFED3_mean,Fold_Change,P_Value,FDR_P_Value
Tier 1,HMDB0028959,Lysyl-Proline,1.0453333333333334,0.3186666666666667,3.280334728033473,0.011886209898730444,0.17800440395033407
Tier 2,C04020,D-Lysopine,4.082333333333334,1.2566666666666666,3.248541114058356,0.026782912811716186,0.1983493273608973
Tier 2,C00219,Arachidonic acid,1.2220000000000002,0.38326666666666664,3.1883805879283362,0.010665320262362016,0.17800440395033407
Tier 1,C00835,Sepiapterin,4.711333333333333,1.4879999999999998,3.166218637992832,0.02959050774596561,0.1996654916122453
Tier 2,C16701,Norbelladine,1.7313333333333334,0.5486666666666666,3.1555285540704743,0.010286900303128626,0.17800440395033407
Tier 2,C05730,Glutathionylspermidine,1.8549999999999998,0.5999,3.0921820303383893,0.03594775607797763,0.22377984797410116
Tier 2,,"trans-2,3-Epoxysuccinic acid",1.7289999999999999,0.5635666666666667,3.0679600165611873,0.017063281746473764,0.17800440395033407
Tier 2,,Glutamyl-Proline,2.169333333333333,0.713,3.0425432445067786,0.013475657190665827,0.17800440395033407
Tier 2,,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,2.6123333333333334,0.8623333333333334,3.029377657518361,0.02910119459825023,0.1996654916122453
Tier 2,C14100,4-Formylsalicylic acid,3.4629999999999996,1.1743333333333335,2.9489071813795054,0.038098056762532924,0.22377984797410116
Tier 1,C01933,Norleucine,1.6256666666666666,0.558,2.913381123058542,0.01933558838265944,0.179969707253984
Tier 2,,A-Ketoglutaric acid oxime,2.872,1.0166666666666666,2.8249180327868855,0.010471269179147041,0.17800440395033407
Tier 2,C02700,N-formylkynurenine,3.8203333333333327,1.4326666666666668,2.6665891112145177,0.03964001775348377,0.22842076924290566
Tier 2,,"N(alpha)-Acetyl-L-2,4-diaminobutyric acid",2.2696666666666667,0.8569999999999999,2.6483858420847923,0.03713649730907293,0.22377984797410116
Tier 2,C04742,5(S)-HETE,1.359,0.515,2.6388349514563108,0.011897429275828328,0.17800440395033407
Tier 2,C20310,N-Hydroxy-L-isoleucine,1.3586666666666665,0.5329,2.5495715268655776,0.014719570431077276,0.17800440395033407
Tier 1,HMDB0028680,Alanyl-Alanine,2.1776666666666666,0.8736666666666667,2.4925600915681034,0.024929398246098838,0.1983493273608973
Tier 2,,N2'-Acetyl-3'-Hydroxykynurenamine,1.2826666666666666,0.5233333333333333,2.4509554140127388,0.039643274000834866,0.22842076924290566
Tier 1,HMDB0029064,Threoninyl-Isoleucine,1.7613333333333336,0.7256666666666667,2.4271933853927425,0.026004035413251227,0.1983493273608973
Tier 2,,4-Oxoglutaramic acid,1.5003333333333335,0.6356,2.3604992657856094,0.010610040264122654,0.17800440395033407
Tier 1,HMDB0028743,Asparaginyl-Tyrosine,1.115,0.4746666666666666,2.3490168539325844,0.03785458860643754,0.22377984797410116
Tier 1,HMDB0252875,Glycyl-Alanine,1.5003333333333335,0.6483333333333333,2.3141388174807203,0.006740299447304251,0.17800440395033407
Tier 2,C05958,Delta-12-Prostaglandin J2,0.511,0.22773333333333334,2.2438524590163933,0.009695366041654467,0.17800440395033407
Tier 1,,Pimelic acid/3-Methyladipic Acid,0.8913666666666668,0.4126666666666667,2.160016155088853,0.0006085160070739216,0.1467438077101344
Tier 2,,"7,8-Dihydrobiopterin",1.1486666666666667,0.5483333333333333,2.0948328267477203,0.015402516438532073,0.17800440395033407
Tier 2,C15700,gamma-Glutamyl-gamma-aminobutyraldehyde,1.4923333333333335,0.723,2.0640848317196867,0.013565057617922382,0.17800440395033407
Tier 2,,Glycyl-Arginine,2.1926666666666663,1.075,2.03968992248062,0.02845879687181423,0.1996654916122453
Tier 1,C16300,Stearidonic Acid,1.278,0.6283333333333333,2.03395225464191,0.007702819276533762,0.17800440395033407
Tier 2,,"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid",1.6376666666666668,0.809,2.024309847548414,0.005983650739199137,0.17800440395033407
Tier 1,HMDB0029026,Prolyl-Serine,1.3806666666666667,0.6853333333333333,2.014591439688716,0.01485792037816116,0.17800440395033407
Tier 1,HMDB0029069,Threoninyl-Proline,1.4376666666666666,0.7226666666666667,1.9893911439114391,0.01787017112143175,0.179969707253984
Tier 2,,Valyl-gamma-Glutamic acid,1.8613333333333335,0.9493333333333333,1.9606741573033712,0.015316433019749108,0.17800440395033407
Tier 2,,3-Oxopropanoic acid,1.0856666666666668,0.5622666666666667,1.9308750296419257,0.046809664058570184,0.2528557746020979
Tier 1,HMDB0029027,Prolyl-Threonine,1.4116666666666664,0.7463333333333333,1.8914694059848145,0.002729456897445647,0.17800440395033407
Tier 2,,N-Acetyl-N-(L-Arginino)succinic acid,1.2992666666666668,0.694,1.8721421709894335,0.045869096716663775,0.2500072388610953
Tier 1,C00186,Lactic Acid,1.0530000000000002,0.5656666666666667,1.8615203299941077,0.027211560613147893,0.1983493273608973
Tier 1,,Tetradecanedioic acid,0.7858,0.4223333333333333,1.8606156274664565,0.02163848214963936,0.19251884853723253
Tier 1,HMDB0029010,Prolyl-Alanine,1.697,0.914,1.8566739606126914,0.008839905093543326,0.17800440395033407
Tier 2,C19616,18-Hydroxyoleic acid,1.1473333333333333,0.6386666666666666,1.7964509394572026,0.017282534634244975,0.17800440395033407
Tier 2,,"N-Acetyl-3,4-Dihydroxy-L-phenylalanine",1.1139999999999999,0.6213333333333333,1.7929184549356223,0.01060828153548941,0.17800440395033407
Tier 2,,N-Acetyl-5-Amino-2-oxopentanoic acid,0.602,0.3359666666666667,1.7918444290108144,0.005104151343442214,0.17800440395033407
Tier 1,C00511,Acrylic Acid,1.13,0.6393333333333334,1.7674661105318035,0.01395371065346486,0.17800440395033407
Tier 1,C00263,Homoserine,1.955,1.1183333333333334,1.7481371087928466,0.023738586898035284,0.1983493273608973
Tier 1,HMDB0011178,Prolyl-Glycine,1.2406666666666666,0.7163333333333334,1.7319683573755233,0.015676723649618016,0.17800440395033407
Tier 2,,"2-Hydroxy-2,4-pentadienoic acid",2.128,1.2293333333333332,1.731019522776573,0.0165155182041591,0.17800440395033407
Tier 2,C14762,13(S)-HODE,0.8246666666666668,0.48533333333333334,1.6991758241758244,0.009330530814568926,0.17800440395033407
Tier 2,,16-Oxopalmitic acid,1.4776666666666667,0.8946666666666667,1.651639344262295,0.035161235285125395,0.22377984797410116
Tier 2,,Isomer 1 of Dehydroisocoproporphyrinogen,1.7813333333333332,1.1409999999999998,1.561203622553316,0.005918661704992468,0.17800440395033407
Tier 1,C00160,Glycolic Acid,1.3143333333333334,0.8656666666666667,1.5182903350019252,0.02546364046973595,0.1983493273608973
Tier 2,C16325,10-OPDA,1.3462333333333334,0.887,1.5177376925967683,0.042331843366700664,0.23935294613882152
Tier 2,C00168,Hydroxypyruvic acid,0.549,0.8290000000000001,0.6622436670687576,0.02790532442352007,0.1996654916122453
Tier 1,C02225,2-Methylcitric Acid,0.35486666666666666,0.5563333333333333,0.6378669862192929,0.04778958973466881,0.25362019113574236
Tier 1,C00018,Pyridoxal,0.5399999999999999,0.8583333333333334,0.6291262135922329,0.029702304537358806,0.1996654916122453
Tier 2,C00493,Shikimic acid,0.39599999999999996,0.6626666666666666,0.5975855130784709,0.0012982088653552136,0.1467438077101344
Tier 2,C00122,Isomer 2 of Fumaric acid,0.644,1.1566666666666667,0.5567723342939481,0.02836216889692485,0.1996654916122453
Tier 2,C20781,"2,4-Diketo-3-deoxy-L-fuconic acid",0.4116666666666667,0.7493333333333334,0.5493772241992882,0.019688425745249778,0.18047723599812296
Tier 2,C17227,3-(6'-Methylthio)hexylmalic acid,0.7025,1.2826666666666668,0.5476871101871101,0.019189736222259588,0.179969707253984
Tier 2,,2-Dehydro-3-deoxy-D-xylonic acid/2-Dehydro-3-deoxy-L-arabinonic acid,0.898,1.7143333333333333,0.5238187828115886,0.019248201945583947,0.179969707253984
Tier 2,,Sinapoyl malic acid,1.0794333333333332,2.0803333333333334,0.5188751802595737,0.040960652208455524,0.23378485458599613
Tier 1,,"3,3-Dimethylglutaric acid",0.45799999999999996,0.8865333333333334,0.5166190404572115,0.037278296153449,0.22377984797410116
Tier 2,C06032,D-erythro-3-Methylmalic acid,0.8883333333333333,1.7506666666666668,0.5074257425742573,0.013393081727596028,0.17800440395033407
Tier 1,,2-Ethylhexanoic acid,0.9384,1.8516666666666666,0.5067866786678669,0.03292748983881738,0.2165340364400491
Tier 1,C00147,Adenine,0.44533333333333336,0.9176666666666667,0.4852887758808572,0.004028071662294579,0.17800440395033407
Tier 1,,4-Ethyloctanoic acid,1.1607,2.4406666666666665,0.47556678503141225,0.03004917195075478,0.19977746187040266
Tier 2,C16196,"1,2-Dihydroxynaphthalene-6-sulfonic acid",0.7093333333333334,1.4923333333333335,0.4753182935001117,0.03477266131331165,0.22377984797410116
Tier 1,,D-Glyceric acid,0.3033333333333333,0.6443333333333333,0.470770822555613,0.018206905825973067,0.179969707253984
Tier 2,C05840,Iminoaspartic acid,0.41100000000000003,0.8889999999999999,0.4623172103487065,0.007790351493907974,0.17800440395033407
Tier 1,,"N,N-dimethyl-L-Valine",0.5043333333333333,1.0933333333333335,0.46128048780487796,0.027126893983029768,0.1983493273608973
Tier 2,,"2-Hydroxyhepta-2,4-dienedioic acid",0.4597,1.0106666666666666,0.4548482849604222,0.013530239956884722,0.17800440395033407
Tier 2,C00624,N-Acetyl-L-glutamic acid,0.706,1.5599999999999998,0.45256410256410257,0.009038188310987334,0.17800440395033407
Tier 2,,N-Acetyl-L-Cystine,1.2776666666666667,2.887333333333333,0.4425075040406374,0.042768868725730984,0.23958486647284488
Tier 2,,20-COOH-leukotriene E4,0.278,0.6283333333333333,0.44244031830238734,0.026802067623118188,0.1983493273608973
Tier 1,,N-Acetyl-Homoserine,0.457,1.1543333333333334,0.3958995090961594,0.025503490675911362,0.1983493273608973
Tier 1,C01771,Crotonic Acid,0.8859333333333334,2.2573333333333334,0.39246898995865326,0.011742265427424079,0.17800440395033407
Tier 2,,"(2R,3S)-2,3-Dimethylmalic acid",0.3217666666666667,0.828,0.38860708534621585,0.01731438177755405,0.17800440395033407
Tier 2,C11940,Myrtenic acid,0.668,1.7836666666666667,0.37450943748831994,0.003967590891886132,0.17800440395033407
Tier 2,C10434,5-O-Caffeoylshikimic acid,0.31506666666666666,0.8663333333333334,0.3636783378222393,0.035870653315810186,0.22377984797410116
Tier 2,,"2-Ethyl-3,4-dihydroxyfuran",0.9416666666666668,2.6980000000000004,0.3490239683716333,0.00703172877015401,0.17800440395033407
Tier 2,C16320,Colnelenic acid,0.18899999999999997,0.5596666666666666,0.3377010125074449,0.021329806042182584,0.19251884853723253
Tier 1,,Butanoic Acid/Isobutyric Acid,1.1156666666666666,3.308666666666667,0.33719524481160584,0.004626613153274142,0.17800440395033407
Tier 2,,3-Methylhistamine,0.4283333333333333,1.3413333333333333,0.3193339960238568,0.017359107162098694,0.17800440395033407
Tier 2,C02298,Indoxyl,0.23700000000000002,0.7709999999999999,0.3073929961089495,0.0475280736514998,0.25362019113574236
Tier 2,,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",0.2676,0.9303333333333335,0.2876388391257613,0.03503185599932729,0.22377984797410116
Tier 2,C02220,2-Aminomuconic acid,0.16190000000000002,0.5896666666666667,0.27456189937817976,0.007143484752846054,0.17800440395033407
Tier 2,C02372,4-Hydroxyaniline,0.264,1.105,0.23891402714932128,0.01602549362147457,0.17800440395033407
Tier 2,,Methylene-2-pyrrolidinecarboxylic acid,0.292,1.26,0.23174603174603173,0.014720682045376146,0.17800440395033407
Tier 2,,Methyloxaloacetic acid,0.15516666666666667,0.6733333333333333,0.23044554455445546,0.0006589181359631786,0.1467438077101344
Tier 2,,cis-4-Octenedioic acid,0.09899999999999999,0.4626666666666666,0.21397694524495678,0.010815507235119906,0.17800440395033407
Tier 1,C00033,Acetic Acid,0.6689000000000002,3.366,0.19872251931075466,0.001438906084665459,0.1467438077101344
Tier 1,,2-Methyl-4-pentenoic acid,0.23766666666666666,1.6760000000000002,0.14180588703261732,0.0019847278562447777,0.15009504412851132
Tier 2,,4-Hydroxy-4-methylglutamic acid,0.0665,1.0913333333333333,0.06093463653023825,0.011849582329970616,0.17800440395033407
