Identification Level,External Identifier,Compound,sFEnD4_mean,sFEnD3_mean,Fold_Change,P_Value,FDR_P_Value
Tier 1,,"3,3-Dimethylglutaric acid",0.28596666666666665,0.45799999999999996,0.6243813682678312,0.01234609250970508,0.1943136891422376
Tier 2,,"3,5-Dihydroxybiphenyl",0.5051,0.8194666666666667,0.616376505043931,0.03291628250498766,0.26678301694601886
Tier 2,,"2,3-Dinor-8-iso prostaglandin F1alpha",0.26516666666666666,0.431,0.6152358855375096,0.005733018229705492,0.15101291200519695
Tier 2,,N-Jasmonoylisoleucine,0.5153333333333333,0.8383333333333333,0.6147117296222664,0.01507636503472093,0.1943136891422376
Tier 2,,4-Ethoxyphenol,0.35856666666666664,0.5844,0.6135637691079169,0.012839362138661473,0.1943136891422376
Tier 1,HMDB0028814,Glutamyl-Asparagine,0.5263333333333333,0.8643333333333333,0.60894716544543,0.04237390190998823,0.2787466822929481
Tier 2,C04498,p-Coumaroylagmatine,0.4105666666666667,0.6742666666666667,0.6089084437413487,0.020451062319525377,0.22361114366348975
Tier 2,,N-Acetyl-N-(L-Arginino)succinic acid,0.7894333333333332,1.2992666666666668,0.6075991584996663,0.012809052410436067,0.1943136891422376
Tier 2,,Prolyl-Asparagine,0.5376666666666666,0.8886666666666666,0.605026256564141,0.020045617291655764,0.22339298500989452
Tier 2,C03283,"Isomer 1 of 2,4-Diaminobutanoic acid",1.007,1.704,0.5909624413145539,0.004849589662828062,0.1338255814099458
Tier 2,C02666,Coniferyl aldehyde,1.0723333333333334,1.8390000000000002,0.5831067609207903,0.04037181091092268,0.2787466822929481
Tier 2,C17237,S-(Phenylacetothiohydroximoyl)-L-cysteine,1.0174666666666667,1.7459999999999998,0.582741504390989,0.025968793414726833,0.23758338460265027
Tier 1,C01596,Maleamic acid,1.146,1.994,0.5747241725175526,0.037756195463655724,0.2768846469553712
Tier 1,C00018,Pyridoxal,0.30966666666666665,0.5399999999999999,0.5734567901234568,0.003872675832739279,0.12130895378769795
Tier 1,C06427,alpha-Linolenic acid,1.0806666666666667,1.8896666666666666,0.5718821661668725,0.0026449067684715614,0.10545490483126324
Tier 1,C00755,Vanillin,1.217666666666667,2.130333333333333,0.5715850414645597,0.04760509015188653,0.2896943144611215
Tier 2,,2-Methyleneglutaric acid,0.050133333333333335,0.08800000000000001,0.5696969696969697,0.019010974926426377,0.21601686215419774
Tier 1,C09840,Carvacrol,0.3418333333333334,0.6006666666666667,0.5690899001109878,0.006518379247304299,0.15529264422835842
Tier 1,C00286,Deoxyguanosine,0.321,0.5643333333333334,0.5688127584170112,0.039920741884745994,0.2787466822929481
Tier 1,C00156,4-Hydroxybenzoic acid,1.0966666666666667,1.9346666666666668,0.5668504479669193,0.04774082317694064,0.2896943144611215
Tier 2,,Seryl-Tyrosine,0.338,0.5990000000000001,0.5642737896494157,0.04698895399307434,0.2894191424318696
Tier 2,,(S)-2-Azetidinecarboxylic acid,0.8686666666666666,1.5493333333333332,0.560671256454389,0.017749798070300096,0.20987862443289906
Tier 1,HMDB0028796,Glutaminyl-Glutamic acid,0.7836666666666666,1.4196666666666669,0.5520075135008217,0.02453784767329381,0.23503607812683908
Tier 2,C21248,2-Aminovalienone,0.5483333333333333,0.9966666666666666,0.5501672240802676,0.020345883159449466,0.22361114366348975
Tier 2,,2-Hydroxyethylenedicarboxylic acid,0.39066666666666666,0.715,0.5463869463869464,0.01892360564172855,0.21601686215419774
Tier 1,C00047,Lysine,0.5306666666666667,0.9753333333333334,0.5440874914559125,0.04870083433300487,0.2924573419272158
Tier 2,C04744,"2,6-Diamino-4-hydroxy-5-N-methylformamidopyrimidine",0.9386666666666666,1.7276666666666667,0.5433146826162454,0.01007379828217692,0.18037703554709278
Tier 2,C21188,Symmetric dimethylarginine,0.4163666666666667,0.7746333333333334,0.537501613666681,0.014056342284726443,0.1943136891422376
Tier 2,,"N-Acetyl-6-Lactoyl-5,6,7,8-tetrahydropterin",0.28819999999999996,0.5362333333333332,0.5374526014794555,0.018052470627009296,0.20987862443289906
Tier 2,,"7,8-Diaminononanoic acid",0.37083333333333335,0.7001,0.5296862352997191,0.03592028262609615,0.2757060103552678
Tier 2,C20253,Isomer 2 of Aminoacrylic acid,0.9500000000000001,1.8006666666666666,0.5275823768974455,0.014593617439967494,0.1943136891422376
Tier 1,C00263,Homoserine,1.0286666666666668,1.955,0.5261722080136403,0.0024873837505795396,0.10545490483126324
Tier 1,C00082,Tyrosine,0.7696666666666666,1.484,0.5186433063791555,0.015748123956824414,0.1943136891422376
Tier 2,,"1,2 Diaminopropane",0.37799999999999995,0.7356666666666666,0.513819664703217,0.0030374487537113792,0.11001259704848401
Tier 2,,"2,3-Dihydroxy-3-methylbutanoic acid/(R)-2,3-Dihydroxy-3-methylbutanoic acid",0.5456666666666666,1.0626666666666666,0.5134880803011292,0.009543774877566734,0.17840701746935234
Tier 2,,6-O-Galloylglucose,0.3713333333333333,0.7236666666666668,0.5131275909719022,0.015759695236730226,0.1943136891422376
Tier 2,,N-Ribosylhistidine,0.41359999999999997,0.8146666666666667,0.5076923076923077,0.018108595723287237,0.20987862443289906
Tier 2,C00555,4-Aminobutyraldehyde,0.9853333333333335,1.9423333333333332,0.5072936330873521,0.01484170756390553,0.1943136891422376
Tier 2,C14100,4-Formylsalicylic acid,1.7563333333333333,3.4629999999999996,0.5071710462989701,0.010692271948026582,0.1822403409965119
Tier 1,HMDB0000393,3-Hexenedioic acid,0.04933333333333333,0.09733333333333334,0.5068493150684931,0.015531170236720808,0.1943136891422376
Tier 1,HMDB0028850,Glycyl-Serine,0.8593333333333334,1.7003333333333333,0.505391099784356,0.029469313399349342,0.2529995128136732
Tier 2,C00072,Isomer 1 of Ascorbic acid,0.8276666666666667,1.638,0.5052910052910053,0.0404685414484335,0.2787466822929481
Tier 2,C14837,"Isomer 2 of 9,10-Dihydroxy-12,13-epoxyoctadecanoic acid",0.749,1.4909999999999999,0.5023474178403756,0.014365619879180652,0.1943136891422376
Tier 2,,18-Oxooleic acid,0.2866666666666667,0.5730000000000001,0.5002908667830134,0.026027716443835454,0.23758338460265027
Tier 1,C00490,Itaconic acid,0.5767999999999999,1.1783333333333335,0.48950495049504933,0.0020978942476845707,0.09368816332338942
Tier 2,,Isovanillic acid,0.3253333333333333,0.6796666666666668,0.4786660127513486,0.04719604652253956,0.2894191424318696
Tier 1,,"6,7-Dihydroxycoumarin",0.33203333333333335,0.7026666666666666,0.47253320683111966,0.04317009380234169,0.2787466822929481
Tier 2,C11260,"2-Amino-2-methyl-1,3-propanediol",0.73,1.553,0.47005795235028974,0.013523360974658321,0.1943136891422376
Tier 2,,"2',4',6'-Trihydroxyacetophenone",0.32266666666666666,0.6876666666666668,0.46921958313136203,0.04046060926200723,0.2787466822929481
Tier 2,C02700,Isomer 1 of N-formylkynurenine,0.7803333333333334,1.6683333333333332,0.46773226773226784,0.0018440153226272997,0.09292233734456698
Tier 2,,"1,4-Dihydroxy-6-naphthoic acid",0.49909999999999993,1.07,0.46644859813084105,0.00592595610701814,0.15262629173408943
Tier 2,C16346,17-Hydroxylinolenic acid,0.3673333333333333,0.7933333333333333,0.4630252100840336,0.015753515453505097,0.1943136891422376
Tier 1,C00077,Ornithine,1.1656666666666666,2.5223333333333335,0.4621382317959561,0.043208950320843015,0.2787466822929481
Tier 1,C05582,Vanillic acid,0.24003333333333332,0.5196666666666667,0.4618986529826811,0.004338721501307433,0.12440821899706302
Tier 2,,"3-(3,4-Dihydroxyphenyl)lactic acid",0.5100666666666667,1.11,0.45951951951951947,0.000606844458866624,0.06393933889331066
Tier 2,,Succinyladenosine,0.47533333333333333,1.0373333333333334,0.45822622107969146,0.010982116889711166,0.18446773152427887
Tier 1,,"2,6-Dimethoxyphenol",1.0616666666666668,2.3193333333333332,0.4577464788732395,0.0262263931853982,0.23758338460265027
Tier 2,C06231,Ectoine,1.407,3.1470000000000002,0.44709246901811245,0.03744850885273966,0.2768846469553712
Tier 2,C05933,N(omega)-Hydroxyarginine,0.6413,1.4383333333333335,0.44586326767091533,0.004193276126426005,0.12440821899706302
Tier 2,C01682,Nopaline,0.8798333333333334,1.9763000000000002,0.4451921941675521,0.049447408030381716,0.2954100304495485
Tier 2,C05648,5-Hydroxy-N-formylkynurenine,0.20686666666666667,0.465,0.44487455197132614,0.0016369082222310513,0.08759897521800654
Tier 2,C03684,6-Pyruvoyltetrahydropterin,0.6126333333333334,1.421,0.4311283133943233,0.0032259662446486453,0.11329984477417515
Tier 1,C08317,12-Hydroxydodecanoic Acid,0.2773333333333333,0.65,0.42666666666666664,0.04432205448146937,0.2838080726189116
Tier 2,,2-(Hydroxymethyl)-3-(acetamidomethylene)succinic acid,0.272,0.638,0.4263322884012539,0.030679776575906915,0.2569421380668757
Tier 2,C00134,Isomer 1 of Putrescine,0.7453333333333334,1.7513333333333332,0.42558051008755243,0.001380285827012045,0.08687354994928613
Tier 2,,N-desmethylalmotriptan,0.7453333333333334,1.7513333333333332,0.42558051008755243,0.001380285827012045,0.08687354994928613
Tier 1,,"2,6-Dihydroxybenzoic acid",0.7229333333333333,1.704,0.4242566510172144,0.012361287371842292,0.1943136891422376
Tier 2,C15996,Isomer 1 of 7-Cyano-7-carbaguanine,0.5419999999999999,1.3443333333333332,0.40317381601785274,0.04329111545533275,0.2787466822929481
Tier 1,C01108,Gallic Acid,0.3459666666666667,0.8703333333333333,0.3975105323630793,0.0034236419914684575,0.11337145908891264
Tier 2,,gamma-Glutamyl-Threonine,1.184,3.0156666666666667,0.39261633690726205,0.008894383058995139,0.1718098327562561
Tier 2,C09163,Pisiferic acid,0.2833333333333333,0.7296666666666667,0.3883051621745089,0.03374910280480234,0.27163340382476325
Tier 2,C01035,Isomer 1 of 4-Guanidinobutanoic acid,0.7823333333333333,2.0193333333333334,0.3874215912842522,0.025220964703974634,0.23636382900111583
Tier 2,C01102,O-Phospho-L-homoserine,0.3303333333333333,0.8596666666666667,0.384257464133385,0.006184745426645219,0.15447634289279424
Tier 2,C19872,N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine,0.6873333333333332,1.7910000000000001,0.38377070537874547,0.0008787422969749423,0.08009861827021754
Tier 2,C02512,3-Cyano-L-alanine,0.37399999999999994,1.0033333333333332,0.37275747508305646,0.011187134627314892,0.1852269861865423
Tier 1,C02504,2-Isopropylmalic acid,0.427,1.1513333333333333,0.37087434858135493,0.022825441879742885,0.23503607812683908
Tier 1,C01987,2-Aminophenol,0.6246666666666667,1.6993333333333334,0.367595135347195,0.00039269163861011506,0.05056995657212482
Tier 2,,Monodehydroascorbic acid,0.06466666666666666,0.18366666666666667,0.352087114337568,0.03579425128800488,0.2757060103552678
Tier 1,C00152,Asparagine,0.36033333333333334,1.0293333333333334,0.3500647668393782,0.0002005497956171176,0.033205316160034186
Tier 2,,4-Aminobenzoyl-(beta)-alanine,0.6110000000000001,1.764,0.34637188208616787,0.023689224744955342,0.23503607812683908
Tier 2,C05516,5-Amino-4-imidazole carboxylic acid,0.34413333333333335,1.0,0.34413333333333335,0.010347475056020346,0.18037703554709278
Tier 2,,S-(2-carboxypropyl)-Cysteamine,0.5966666666666667,1.7939999999999998,0.3325901151988109,0.025076508115599982,0.23636382900111583
Tier 1,HMDB0028966,Methionyl-Alanine,0.5419999999999999,1.7323333333333333,0.31287281123725225,0.0027296351552527154,0.10545490483126324
Tier 2,,Tyrosinamide,0.6246666666666667,2.0463333333333336,0.3052614432317967,0.04548901277370365,0.28498251786336504
Tier 1,C00179,Agmatine,0.05103333333333334,0.16796666666666668,0.30383012502480655,0.03798503784806214,0.2768846469553712
Tier 2,C12638,Quercetin 3-O-(6-O-malonyl-beta-D-glucoside),0.551,1.859333333333333,0.2963427751882396,0.009367530306530673,0.1779830758240828
Tier 2,C05635,Isomer 2 of 5-Hydroxyindoleacetic acid,0.488,1.9233333333333331,0.2537261698440208,8.7390817520897e-05,0.020257191501343922
Tier 2,C12136,(-)-Epigallocatechin,0.08133333333333333,0.32066666666666666,0.25363825363825365,0.002557122293640617,0.10545490483126324
Tier 2,C00127,Glutathione disulfide,0.08133333333333333,0.323,0.25180598555211553,0.0021017189356411776,0.09368816332338942
Tier 2,,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],0.5619999999999999,2.271666666666667,0.2473954512105649,0.016370886741846384,0.1997248182505259
Tier 2,,(+)-Gallocatechin/(-)-Epigallocatechin,0.081,0.328,0.24695121951219512,0.0014241565565456743,0.08687354994928613
Tier 2,C05658,Isomer 1 of Indoxyl,0.5924333333333333,2.7726666666666664,0.21366915123827843,0.0033418918275096975,0.11337145908891264
Tier 2,C05840,Iminoaspartic acid,0.08523333333333333,0.41100000000000003,0.2073803730738037,0.006948475596120981,0.15529264422835842
Tier 2,,2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylic acid,0.12610000000000002,0.676,0.18653846153846154,0.0001333752566388226,0.02576365374073257
Tier 2,,N2-Hydroxy-L-Tryptophan,0.49110000000000004,2.6566666666666667,0.18485570890840652,0.00028596155526893055,0.04142868031958631
Tier 2,C05647,Formyl-5-hydroxykynurenamine,0.424,2.59,0.16370656370656372,2.3250410795671835e-05,0.011502755319070622
Tier 1,C00835,Sepiapterin,0.7626666666666667,4.711333333333333,0.16187915664355457,0.004229767688373384,0.12440821899706302
Tier 2,C02700,N-formylkynurenine,0.5753333333333334,3.8203333333333327,0.15059767908559465,0.004400980999896103,0.12440821899706302
Tier 2,C04020,D-Lysopine,0.5401333333333334,4.082333333333334,0.1323099534579897,0.0016125246398518416,0.08759897521800654
Tier 2,C02165,Leukotriene B4,0.3436333333333333,2.6316666666666664,0.13057631412286258,4.056140175792589e-06,0.004701066463743611
Tier 2,,2'-Aminoacetophenone,0.2722333333333333,2.319,0.11739255426189449,0.006995914916847455,0.15529264422835842
Tier 2,,"(R)-3,4-Dihydroxymandelonitrile",0.1446666666666667,1.2473333333333334,0.11598075895243187,0.006643663087799843,0.15529264422835842
Tier 2,C05635,5-Hydroxyindoleacetic acid,0.14453333333333332,1.4996666666666665,0.09637697266059124,0.04092257428255855,0.2787466822929481
Tier 1,HMDB0028726,Asparaginyl-Asparagine,0.3076666666666667,3.5553333333333335,0.08653665854115883,0.013751263845547484,0.1943136891422376
Tier 2,,"4,6-Dihydroxyquinoline",0.11583333333333334,1.43,0.08100233100233101,5.992127574220693e-05,0.017362189646304458
Tier 2,C00078,Isomer 1 of Tryptophan,0.20726666666666668,2.5706666666666664,0.08062759336099587,0.010427317844396218,0.18037703554709278
Tier 2,,4-Hydroxybenzeneacetonitrile,0.1909,2.6929999999999996,0.07088748607500929,0.0004854389824005262,0.05626237806022098
Tier 2,,"4,8-Dihydroxyquinoline",0.17466666666666666,3.1203333333333334,0.05597692554214293,0.005330029180906632,0.1436628795504834
Tier 1,C19837,Indole-3-carboxylic acid,0.17400000000000002,3.2070000000000003,0.05425631431244153,0.006264355578914003,0.15447634289279424
Tier 1,C00954,Indole-3-acetic acid,0.030466666666666666,0.6846666666666666,0.0444985394352483,0.007842879411494225,0.16231959353431796
Tier 2,,alpha-Cyano-4-hydroxycinnamic acid,0.27466666666666667,6.310666666666666,0.043524191844496095,0.007994124547165976,0.16254719912570817
Tier 1,C00078,Tryptophan,0.16266666666666665,3.8733333333333335,0.041996557659208254,0.008263488004667696,0.16512728616223896
Tier 2,C02298,N-Acetylindoxyl,0.10099999999999999,2.7086666666666663,0.0372877184346542,0.020672884769715145,0.22392405091682105
