Identification Level,External Identifier,Compound,sFEnD1_mean,sMEnD1_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,,1-(Malonylamino)cyclopropanecarboxylic acid,1.1796666666666666,1.9846666666666666,0.5943903258313739,0.010552973790121727,0.24949231097895735
Tier 1,HMDB0028680,Alanyl-Alanine,0.08766666666666667,0.155,0.5655913978494624,0.014732967567613282,0.26044066575241576
Tier 1,C00408,Pipecolic acid,0.5189333333333334,0.9222,0.5627123545145666,0.010065586937793091,0.24949231097895735
Tier 2,,Isomer 1 of N-Methyl-a-aminoisobutyric acid,0.2007,0.3627666666666667,0.5532481852430395,0.04078321031508767,0.32680427490064207
Tier 1,C00156,4-Hydroxybenzoic acid,0.5776666666666667,1.0453333333333334,0.5526147959183673,0.029023079119428377,0.3030427810758332
Tier 2,,"N3-Fumaroyl-L-2,3-diaminopropanoic acid",0.8128000000000001,1.473,0.5517990495587237,0.018251505194046173,0.2676661453278029
Tier 2,,1-O-4-Hydroxybenzoyl-beta-D-Glucose,1.4989999999999999,2.800666666666667,0.5352297072125684,0.012570716112454871,0.26044066575241576
Tier 1,C06104,Adipic acid,2.693,5.114666666666667,0.5265250260688217,0.019172532856960082,0.2676661453278029
Tier 1,C02504,2-Isopropylmalic acid,0.19999999999999998,0.39199999999999996,0.5102040816326531,0.012608333514141059,0.26044066575241576
Tier 2,C03618,L-threo-3-Methylaspartic acid,0.39633333333333337,0.807,0.49111937216026436,0.017527499507065083,0.26044066575241576
Tier 1,C03761,3-Hydroxymethylglutaric acid,0.9473333333333334,1.939,0.48856799037304455,0.04534237535337646,0.32981639128300766
Tier 2,C02700,N-formylkynurenine,1.3630000000000002,2.800333333333333,0.4867277705035116,0.009429440271776742,0.24949231097895735
Tier 2,C17755,Dopamine quinone,0.4066666666666667,0.8356666666666667,0.48663741523733545,0.03563155320049749,0.32680427490064207
Tier 1,C00835,Sepiapterin,1.702,3.643333333333333,0.46715462031107047,0.0035740156520664293,0.17950990538845366
Tier 2,,cis-4-Octenedioic acid,1.9406666666666668,4.263333333333333,0.4551993745113371,0.001635511648939745,0.1290120370950489
Tier 1,,trans-2-Methyl-2-pentenoic Acid,1.9663333333333333,4.607333333333334,0.42678338880046296,0.016913101650402693,0.26044066575241576
Tier 2,C10434,5-O-Caffeoylshikimic acid,0.35200000000000004,0.826,0.42615012106537536,0.03878320997048063,0.32680427490064207
Tier 2,C04092,Delta1-Piperideine-2-carboxylic acid,0.38966666666666666,0.9203333333333333,0.42339731981166245,0.02032322760038538,0.2676661453278029
Tier 2,,2-Octenedioic acid,0.7933333333333333,1.93,0.4110535405872194,0.009166699772642964,0.24949231097895735
Tier 1,HMDB0000393,3-Hexenedioic acid,1.344666666666667,3.6223333333333336,0.37121560688322447,0.008147399843730937,0.24849569523379358
Tier 2,C05646,5-Hydroxyindolepyruvic acid,1.4496666666666667,4.026666666666666,0.36001655629139073,0.020197577277464084,0.2676661453278029
Tier 2,,Alanyl-Glutamic acid,0.4676666666666667,1.4476666666666667,0.32304858392816027,0.04010758808640474,0.32680427490064207
Tier 1,C06809,N-acetyl-Cysteine,0.323,1.0463333333333333,0.3086970372730169,0.014331034089304622,0.26044066575241576
Tier 2,C20920,Tabtoxinine-delta-lactam,0.45446666666666663,1.4973333333333334,0.30351736420302755,0.02692764442259883,0.2997610115446903
Tier 2,,"4,8-Dihydroxyquinoline",0.66,2.2603333333333335,0.29199233151452586,0.0011132353610448875,0.12855541540990845
Tier 1,C19837,Indole-3-carboxylic acid,0.6426666666666666,2.213,0.2904051815032384,0.0010225904320555553,0.12855541540990845
Tier 2,C05635,5-Hydroxyindoleacetic acid,0.445,1.6803333333333335,0.2648284070620908,0.0059232311972764575,0.2080310593225277
Tier 1,C00308,Canavanine,0.2474333333333333,0.9373333333333332,0.26397581792318636,0.0027475698709201212,0.1516396895426867
Tier 2,,Myricetin 3-O-beta-D-Glucoside,0.37189999999999995,1.4913333333333334,0.2493741618238712,5.209729737468039e-05,0.030190383828627283
Tier 2,,alpha-Cyano-4-hydroxycinnamic acid,0.7069999999999999,2.8793333333333333,0.24554294975688812,0.004578709082778081,0.20382216040028084
Tier 2,,Isomer 1 of N-Carboxyethyl-g-aminobutyric acid,0.19720000000000001,0.8113333333333334,0.24305669679539854,0.004856804982081208,0.20382216040028084
Tier 2,C02298,N-Acetylindoxyl,0.5223333333333333,2.1626666666666665,0.24152281134401973,0.00032088393150330006,0.11447289947995877
Tier 2,,(S)-4-Hydroxymandelonitrile/(R)-4-Hydroxymandelonitrile,0.1698666666666667,0.7506666666666666,0.2262877442273535,0.0014022311082983465,0.1290120370950489
Tier 2,,Isomer 1 of 1-O-(4-Coumaroyl)-beta-D-Glucose,0.8300000000000001,3.7406666666666664,0.2218855818927108,0.007524566200403666,0.24224922850744024
Tier 1,C00078,Tryptophan,0.241,1.173,0.2054560954816709,0.005627064570180158,0.2080310593225277
Tier 2,,2-Methyleneglutaric acid,0.7469000000000001,3.924666666666667,0.19030915576694413,0.005787939454097891,0.2080310593225277
Tier 2,C16827,1-O-(4-Coumaroyl)-beta-D-Glucose,0.2396666666666667,1.7216666666666667,0.13920619554695066,0.027498728384257917,0.2997610115446903
Tier 1,,N-Acetyl-Homoserine,0.242,1.8223333333333336,0.1327967806841046,0.014867353658487072,0.26044066575241576
Tier 2,,"2,3-Dihydroxyindole",0.30846666666666667,2.815,0.10957963291888692,0.010877223247652104,0.24949231097895735
Tier 2,,2-Hydroxy-3-phenylpropenoic acid,0.15733333333333333,1.5086666666666666,0.1042863455589925,0.0020990944014617676,0.14310884772318758
Tier 1,C00811,4-Coumaric acid,0.15166666666666667,1.518,0.09991216512955643,0.0024462528227940867,0.1516396895426867
Tier 2,C02220,2-Aminomuconic acid,0.22253333333333333,2.717,0.08190406085142928,0.01575767995814163,0.26044066575241576
Tier 2,,Canavaninosuccinic acid,0.5584333333333333,8.461333333333332,0.06599826662464546,0.011946572109208612,0.26044066575241576
Tier 1,,trans-3-Hydroxycinnamic acid,0.15003333333333332,2.3116666666666665,0.06490266762797404,0.0037751978648648166,0.17950990538845366
Tier 2,,4-Hydroxy-4-methylglutamic acid,0.1958,3.0246666666666666,0.06473440599515098,1.92301177648858e-05,0.02228770648950264
Tier 2,,N-Formyl-L-glutamic acid,0.12916666666666668,3.6523333333333334,0.03536551975905814,0.0004375966564630868,0.11447289947995877
Tier 2,C06234,4-Methyl-L-glutamic acid,0.10333333333333333,3.3268999999999997,0.031059945695191722,0.0012201117942269137,0.12855541540990845
Tier 2,C06234,Isomer 1 of 4-Methyl-L-glutamic acid,0.05723333333333334,5.1866666666666665,0.01103470437017995,0.0009125315388112011,0.12855541540990845
