Identification Level,External Identifier,Compound,sFED4_mean,sFED3_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C16701,Norbelladine,1.1980000000000002,0.5486666666666666,2.1834750911300125,0.031995419464369804,0.26521001952161144
Tier 2,C03684,6-Pyruvoyltetrahydropterin,1.6303333333333334,0.7555000000000001,2.157952790646371,0.028319427602301783,0.25906579737742746
Tier 2,,"15-Deoxy-Delta12,14-PGJ2",1.209666666666667,0.5623333333333332,2.1511558980438656,0.0490006545946605,0.28927204683194147
Tier 2,C22137,Isomer 2 of 4-Chloro-L-lysine,1.3846666666666667,0.652,2.123721881390593,0.009159662591609127,0.18069728146525774
Tier 2,,N-Acetyl-Dopamine,1.93,0.9103333333333333,2.1201025265470523,0.007605400382280387,0.18069728146525774
Tier 2,,"3,4-Dihydroxyphenylethyleneglycol 4-O-glucuronide",1.4160000000000001,0.6706666666666666,2.111332007952287,0.012035402821837628,0.18621703801133377
Tier 2,C22137,Isomer 3 of 4-Chloro-L-lysine,1.359,0.6563333333333333,2.070594210259015,0.012247807858656553,0.18621703801133377
Tier 2,,Isomer 1 of Glycyl-Lysine,1.2773333333333332,0.621,2.056897477187332,0.038505100484524206,0.28012460602491357
Tier 2,,N-Ribosylhistidine,1.3699999999999999,0.6699999999999999,2.044776119402985,0.02028004846343059,0.22410737099461905
Tier 2,,Methylene-2-pyrrolidinecarboxylic acid,2.5749999999999997,1.26,2.0436507936507935,0.02224853142330866,0.231225808720815
Tier 2,,4-Hydroxybenzoate O-glucuronide,0.8466666666666667,0.4172,2.0294023649728348,0.04077806970686876,0.2831298657556166
Tier 1,HMDB0029045,Seryl-Methionine,1.3053333333333332,0.6493333333333332,2.0102669404517455,0.04171509405271476,0.2845099774064061
Tier 2,,4-Hydroxybenzylamine,1.5519999999999998,0.7736666666666666,2.006031882809134,0.009165262688806197,0.18069728146525774
Tier 2,,4-Hydroxypiperidine,1.532333333333333,0.7643333333333332,2.004797208896642,0.011384135716596994,0.18069728146525774
Tier 2,C04076,L-Allysine,1.624666666666667,0.8210000000000001,1.9788875355257818,0.043144308471693385,0.28605610100083245
Tier 2,,"3,4-Dihydroxyphenylacetaldehyde 4-O-glucuronide",1.5936666666666668,0.8056666666666668,1.978071990070335,0.0005641459584096653,0.15036308743679616
Tier 2,,"3,4-Dihydroxyphenylethyleneglycol 3-O-glucuronide",1.332,0.6786666666666666,1.9626719056974462,0.0058900570132028535,0.16805251723762674
Tier 1,HMDB0029056,Threoninyl-Asparagine,1.6540000000000001,0.858,1.9277389277389279,0.009611141067817842,0.18069728146525774
Tier 2,C20639,O-Ureido-L-serine,1.957,1.0193333333333334,1.9198822759973837,0.019508946154953372,0.22410737099461905
Tier 2,,Cytidine 3'-monophosphate,2.0176666666666665,1.056,1.9106691919191916,0.03024981422574551,0.2629536045676537
Tier 1,HMDB0029012,Prolyl-Asparagine/Asparaginyl-Proline,1.609,0.8526666666666666,1.887021110242377,0.03650827911945392,0.2767485674243301
Tier 2,C22137,Isomer 5 of 4-Chloro-L-lysine,1.4083333333333332,0.7523333333333334,1.8719539211342486,0.0021152601068079703,0.15036308743679616
Tier 2,C00021,Isomer 1 of S-Adenosyl-L-homocysteine,1.6129999999999998,0.8736666666666667,1.8462418924074777,0.032331743982336805,0.26521001952161144
Tier 2,,Prolyl-Hydroxyproline,0.9266666666666666,0.5026666666666667,1.8435013262599467,0.01847644175920077,0.22410737099461905
Tier 2,,3-Nitrotyrosine,1.4826666666666668,0.8066666666666666,1.83801652892562,0.03830697934713323,0.28012460602491357
Tier 2,,Hydroxyprolyl-Hydroxyproline,1.1246666666666667,0.6156666666666667,1.8267460747157553,0.02211037089152349,0.231225808720815
Tier 2,,3-Hydroxy-4-aminopyridine,2.563,1.4116666666666668,1.8155844155844154,0.04970310083023049,0.28927204683194147
Tier 2,C05595,4-Hydroxyphenylacetylglutamic acid,1.9003333333333332,1.0486666666666666,1.8121424030514939,0.0058565978195185145,0.16805251723762674
Tier 2,C02298,Indoxyl,1.3926666666666667,0.7709999999999999,1.8063121487246003,0.03767859530024217,0.28012460602491357
Tier 1,C00157,Ethanolamine,1.5143333333333333,0.8489999999999999,1.783667059285434,0.045053565706494304,0.28709315957496007
Tier 2,,Tyrosyl-Cysteine,0.4256666666666667,0.241,1.7662517289073307,0.04861912104345771,0.28927204683194147
Tier 2,,N-Acetyl-2-Oxo-4-hydroxy-5-aminovaleric acid,0.6073333333333333,0.35636666666666666,1.7042372088672715,0.04686178502831201,0.28927204683194147
Tier 1,C00956,Aminoadipic acid,1.1696666666666664,0.7073333333333333,1.6536286522148915,0.03995815851814307,0.2831298657556166
Tier 2,C01077,O-Acetyl-L-homoserine,1.1536666666666666,0.6983333333333333,1.6520286396181385,0.004181407277676176,0.1580467045612907
Tier 2,C11875,ent-7alpha-Hydroxykaur-16-en-19-oic acid,0.801,0.5139999999999999,1.5583657587548643,0.0013520920506525547,0.15036308743679616
Tier 1,HMDB0002931,N-Acetyl-DL-serine,0.5543333333333335,0.35800000000000004,1.548417132216015,0.010378387838489168,0.18069728146525774
Tier 2,,20-COOH-leukotriene E4,0.9579999999999999,0.6283333333333333,1.5246684350132624,0.0033369998754289388,0.15332636269734018
Tier 2,,3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylic acid,0.04833333333333334,0.07266666666666667,0.6651376146788991,0.027945862927231373,0.25906579737742746
Tier 2,,Gentisate aldehyde 5-O-sulfate,0.9106666666666666,1.393,0.6537449150514477,0.03428083576813002,0.27141797291500463
Tier 1,C00041,Alanine,0.738,1.1296666666666668,0.6532900560637355,0.03041813049476071,0.2629536045676537
Tier 2,C03646,Bis-gamma-glutamylcystine,1.4313333333333331,2.219666666666667,0.6448415678029733,0.01067125170865887,0.18069728146525774
Tier 1,HMDB0028796,Glutaminyl-Glutamic acid,0.7253333333333334,1.127,0.6435965690624076,0.021131190995218128,0.23059412173531785
Tier 2,C03343,Monoethylhexyl phthalic acid,0.26266666666666666,0.4106666666666667,0.6396103896103895,0.019399722149216373,0.22410737099461905
Tier 1,C00099,Beta-Alanine,0.6829999999999999,1.0906666666666667,0.6262224938875305,0.012585114825508238,0.18621703801133377
Tier 2,,"2-Ethyl-3,4-dihydroxyfuran",1.6849999999999998,2.6980000000000004,0.6245366938472942,0.010451778475106272,0.18069728146525774
Tier 2,C01102,O-Phospho-L-homoserine,0.4366666666666667,0.7060000000000001,0.6185080264400378,0.021861239450295528,0.231225808720815
Tier 2,C16196,"Isomer 1 of 1,2-Dihydroxynaphthalene-6-sulfonic acid",1.0386666666666666,1.6883333333333332,0.6152023692003948,0.024662227884795985,0.23922361048252105
Tier 1,,"N,N-dimethyl-L-Valine",0.6676666666666667,1.0933333333333335,0.610670731707317,0.017211548014777114,0.22096590318971207
Tier 2,,Isomer 1 of N4-Acetyl-Spermidine,1.054,1.7400000000000002,0.6057471264367815,0.0082398749183079,0.18069728146525774
Tier 2,,2-Methylbutylamine,1.0266666666666666,1.6989999999999998,0.604277025701393,0.006894208264139315,0.17725262120643287
Tier 1,C00491,Cystine,0.39366666666666666,0.6613333333333333,0.5952620967741935,0.031183000188028755,0.26521001952161144
Tier 2,,"2,4-Dihydroxycinnamate",0.6285333333333334,1.0696666666666668,0.5875973823621066,0.0099328190979015,0.18069728146525774
Tier 2,C00555,4-Aminobutyraldehyde,0.7913333333333333,1.3493333333333333,0.5864624505928854,0.009009302153692857,0.18069728146525774
Tier 2,C14422,Diethylamine,0.6046666666666667,1.0530000000000002,0.5742323520101297,0.010283204654656543,0.18069728146525774
Tier 2,,"(R)-3,4-Dihydroxymandelonitrile",0.7726666666666667,1.3746666666666665,0.5620756547041709,0.01750030003081159,0.2214168395202684
Tier 2,,"3,4-Dihydroxyphenylacetaldehyde 3-O-sulfate",1.0163333333333335,1.8366666666666667,0.5533575317604357,0.0009748621119823093,0.15036308743679616
Tier 2,,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylic acid",0.24183333333333334,0.4408,0.5486237144585602,0.029681774785695555,0.2629536045676537
Tier 2,,Methyl vanillate,0.16133333333333333,0.3023333333333333,0.533627342888644,0.024654486992720267,0.23922361048252105
Tier 2,C12137,Pelargonidin 3-O-glucoside,1.5326333333333333,2.923,0.5243357281331965,0.022516541267574037,0.2312581238422604
Tier 2,,Salicylate beta-D-Glucose Ester,0.7416666666666666,1.4316666666666666,0.5180442374854481,0.03667250668931543,0.2767485674243301
Tier 2,,Dimethyl fukiic acid,0.7946666666666667,1.535,0.5176981541802389,0.04923809488261481,0.28927204683194147
Tier 1,C01015,Hydroxyproline,0.702,1.369,0.5127830533235939,0.04751403088614825,0.28927204683194147
Tier 2,C00072,Isomer 1 of Ascorbic acid,0.412,0.84,0.49047619047619045,0.023994970627724304,0.23922361048252105
Tier 1,HMDB0029069,Threoninyl-Proline,0.35000000000000003,0.7226666666666667,0.4843173431734318,0.03482109159963404,0.27141797291500463
Tier 2,,"meso-2,6-Diaminoheptanedioic acid",0.38066666666666665,0.7936666666666666,0.47963040739185214,0.004509323277095814,0.1580467045612907
Tier 2,C02105,Reticuline,0.4565333333333334,0.9613333333333333,0.47489597780859927,0.009932786280195222,0.18069728146525774
Tier 1,C00152,Asparagine,0.332,0.7150000000000002,0.46433566433566426,0.010649504597805953,0.18069728146525774
Tier 2,C02305,Phosphocreatine,0.631,1.377,0.45824255628177196,0.0496702699258633,0.28927204683194147
Tier 2,,Aminoethoxyacetic acid,0.515,1.1286666666666667,0.45629060838747787,0.005967500612103584,0.16805251723762674
Tier 2,,2'-Hydroxyacetophenone,1.2493333333333334,2.8426666666666667,0.43949343339587243,0.013174434847279249,0.18854560035532433
Tier 2,,Sinapoyl malic acid,0.8758333333333334,2.0803333333333334,0.42100624899855793,0.04118842262424205,0.2831298657556166
Tier 2,C16196,"Isomer 4 of 1,2-Dihydroxynaphthalene-6-sulfonic acid",1.3313333333333335,3.2580000000000005,0.40863515449150806,0.043557359766748356,0.28605610100083245
Tier 2,,N-Jasmonoylisoleucine,0.2843333333333334,0.7066666666666667,0.4023584905660378,0.024176849070130457,0.23922361048252105
Tier 2,,Isomer 1 of Prolyl-Lysine,0.32666666666666666,0.82,0.3983739837398374,0.026905961950875794,0.25256886863564054
Tier 2,C20920,Tabtoxinine-delta-lactam,0.327,0.8224999999999999,0.3975683890577508,0.025743943425837607,0.24428763707343729
Tier 1,C03401,"2,3-Diaminoproprionic acid",0.38400000000000006,0.9729999999999999,0.39465570400822214,0.023950631128880562,0.23922361048252105
Tier 2,,"1,2-Dehydroreticuline",0.3376666666666666,0.8653333333333334,0.39021571648690284,0.000710098468501027,0.15036308743679616
Tier 2,,(S)-2-Azetidinecarboxylic acid,0.41133333333333333,1.0663333333333334,0.3857455454829634,0.003244188381260453,0.15332636269734018
Tier 2,C15700,gamma-Glutamyl-gamma-aminobutyraldehyde,0.2783333333333333,0.723,0.38497003227293686,0.010974166772542336,0.18069728146525774
Tier 2,C02700,N-formylkynurenine,0.5326666666666666,1.4326666666666668,0.37180083759888316,0.04896831882886942,0.28927204683194147
Tier 1,C00263,Homoserine,0.4086666666666667,1.1183333333333334,0.365424739195231,0.0011273176741295541,0.15036308743679616
Tier 2,C00449,Saccharopine,0.3675,1.043,0.3523489932885906,0.007153228997022928,0.17842196898288615
Tier 2,C12115,3-Amino-4-hydroxybenzoic acid,0.7093333333333334,2.037333333333333,0.34816753926701577,0.04702865234285101,0.28927204683194147
Tier 2,,"2,6-Dihydroxypseudooxynicotine",0.3872,1.1333333333333333,0.3416470588235294,0.015822246181227403,0.21582532681580502
Tier 2,,3-Hydroxy-L-proline/trans-3-Hydroxy-L-proline,0.64,1.9146666666666665,0.3342618384401115,0.043410454029428676,0.28605610100083245
Tier 1,,8-Aminooctanoic acid,0.49423333333333336,1.5453333333333334,0.31982312338222607,0.04106854566810046,0.2831298657556166
Tier 2,,Valyl-Hydroxyproline,0.22233333333333336,0.7426666666666666,0.29937163375224424,0.002281212681758472,0.15036308743679616
Tier 2,,N-Acetyl-Sepiapterin,0.22246666666666667,0.7702666666666667,0.28881772546304313,0.03042189468652122,0.2629536045676537
Tier 2,C21634,Norcraugsodine,0.27366666666666667,0.9860000000000001,0.27755240027045297,0.004601820313978294,0.1580467045612907
Tier 1,,(R)-2-Amino-3-methoxypropanoic acid,0.18023333333333333,0.6686666666666667,0.2695413758723828,0.0010692593811760644,0.15036308743679616
Tier 2,C05715,gamma-Amino-gamma-cyanobutanoic acid,0.507,1.95,0.26,0.046641926816384176,0.28927204683194147
Tier 2,C06231,Ectoine,0.32566666666666666,1.309,0.2487904252610135,0.02848833510679615,0.25906579737742746
Tier 2,C11905,Gibberellin A53 aldehyde,0.34509999999999996,1.388,0.24863112391930836,0.0405757563683779,0.2831298657556166
Tier 2,,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,0.18206666666666668,0.8623333333333334,0.21113258600695786,0.0018282274221498823,0.15036308743679616
Tier 2,,4-Ethoxyphenol,0.5690000000000001,2.7786666666666666,0.20477447216890599,0.03665594771471965,0.2767485674243301
Tier 2,,N-Acetyl-Vanillylamine,0.4187,2.2993333333333332,0.18209625978544508,0.004276825425382269,0.1580467045612907
Tier 2,,N-Acetyl-L-Cystine,0.5125000000000001,2.887333333333333,0.17749942276610486,0.002540830960553256,0.15036308743679616
Tier 1,,4-Ethylguaiacol,0.05566666666666667,2.6283333333333334,0.021179454660748255,0.017013877993979812,0.22096590318971207
